Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_zn,ZnSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Reduced Formula
P,30.973762,180.0,2.19,10.487,0.746,25.0,4.188935780291025,6.981559633818375,0.6,0.4,0.010472339450727564,0.0002291909505844986,0.2291909505844986,P4_2/nmc,137,40,Zn3P2
Ru,101.1,207.0,2.2,7.361,1.05,72.0,7.834071375995142,10.445428501326857,0.75,0.25,0.03133628550398057,0.0005802995209913557,0.5802995209913557,I4/mmm,139,8,Zn3Ru
Pt,195.08,209.0,2.28,9.0,2.128,48.0,13.124473810946649,20.892019535792624,0.6282051282051282,0.3717948717948718,0.035300308870822014,0.0008617697955250828,0.8617697955250828,Amm2,38,78,Zn49Pt29
Mo,95.95,209.0,2.16,7.092,0.746,87.0,5.082365145764536,5.929426003391958,0.8571428571428571,0.14285714285714285,0.03557655602035175,0.000320692152577016,0.320692152577016,Fm-3m,225,7,Zn6Mo
Ru,101.1,207.0,2.2,7.361,1.05,72.0,5.851459622701289,6.826702893151504,0.8571428571428571,0.14285714285714285,0.04096021735890902,0.00038650828969961535,0.38650828969961537,P4_132,213,252,Zn6Ru
Cu,63.55,140.0,1.9,7.726,1.228,46.5,7.877632041942001,12.801152068155751,0.6153846153846154,0.38461538461538464,0.020481843309049202,0.0006126322961343504,0.6126322961343504,I-43m,217,26,Zn8Cu5
As,74.92159,185.0,2.18,9.815,0.81,30.0,2.4194555531654585,7.258366659496375,0.3333333333333333,0.6666666666666666,0.0036291833297481878,0.00010399845008212088,0.10399845008212089,P2_1/c,14,24,ZnAs2
Au,196.96657,166.0,2.54,9.226,2.309,36.06,10.625893691975405,42.50357476790162,0.25,0.75,0.014167858255967206,0.0006383560340264156,0.6383560340264156,I4_1/acd,142,32,ZnAu3
Au,196.96657,166.0,2.54,9.226,2.309,36.06,10.626613111066526,21.25322622213305,0.5,0.5,0.02125322622213305,0.0006799413996199056,0.6799413996199056,Pm-3m,221,2,ZnAu
Br,79.9,183.0,2.96,11.814,3.365,21.0,1.0014791599699377,3.004437479909813,0.3333333333333333,0.6666666666666666,0.0015022187399549064,3.180740620464445e-05,0.031807406204644444,C2/c,15,48,ZnBr2
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.8450421961375831,2.5351265884127496,0.3333333333333333,0.6666666666666666,0.0012675632942063747,3.27754119587619e-05,0.0327754119587619,I-42d,122,6,ZnCl2
Cu,63.55,140.0,1.9,7.726,1.228,46.5,7.999568302550799,15.999136605101597,0.5,0.5,0.015999136605101598,0.0006422451901019902,0.6422451901019902,Pm-3m,221,2,ZnCu
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.3512439053112166,4.05373171593365,0.3333333333333333,0.6666666666666666,0.002026865857966825,0.0001170038565247158,0.1170038565247158,P4_2/mnm,136,6,ZnF2
I,126.9045,198.0,2.66,10.451,3.059,32.9,1.1424745105748957,3.4274235317246866,0.3333333333333333,0.6666666666666666,0.0017137117658623433,2.8309619170929446e-05,0.028309619170929445,C2/c,15,48,ZnI2
Ni,58.693,163.0,1.91,7.64,1.156,49.0,14.168631183792273,28.337262367584547,0.5,0.5,0.028337262367584548,0.001224726284565011,1.224726284565011,P4/mmm,123,4,ZnNi
O,15.999,152.0,3.44,13.618,1.461,5.3,2.749504732012225,5.49900946402445,0.5,0.5,0.00549900946402445,0.00023203967582863982,0.23203967582863982,P6_3mc,186,4,ZnO
P,30.973762,180.0,2.19,10.487,0.746,25.0,1.9489147847535835,5.84674435426075,0.3333333333333333,0.6666666666666666,0.002923372177130375,9.948874334233597e-05,0.09948874334233597,P4_32_12,96,24,ZnP2
Pd,106.42,202.0,2.2,8.337,0.557,26.14,8.260789955924833,24.7823698677745,0.3333333333333333,0.6666666666666666,0.01239118493388725,0.0005730807494615977,0.5730807494615977,Pnma,62,12,ZnPd2
Pd,106.42,202.0,2.2,8.337,0.557,26.14,24.12729228958114,48.25458457916228,0.5,0.5,0.04825458457916228,0.0017238116814784184,1.7238116814784183,P4/mmm,123,4,ZnPd
Pt,195.08,209.0,2.28,9.0,2.128,48.0,12.766045737062399,51.064182948249595,0.25,0.75,0.0170213943160832,0.0008618006111553504,0.8618006111553504,Pm-3m,221,4,ZnPt3
Pt,195.08,209.0,2.28,9.0,2.128,48.0,9.516191405574977,19.032382811149954,0.5,0.5,0.019032382811149953,0.0006701119642177715,0.6701119642177715,P4/mmm,123,4,ZnPt
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,26.013947076853622,52.027894153707244,0.5,0.5,0.052027894153707246,0.0019459158497545691,1.9459158497545692,Pm-3m,221,2,ZnRh
Sb,121.76,206.0,2.05,8.64,1.07,43.0,4.296517416322106,8.593034832644213,0.5,0.5,0.008593034832644213,0.0001754758378975018,0.17547583789750182,Pbca,61,16,ZnSb
Se,78.97,190.0,2.55,9.752,2.021,28.9,3.1859640333397503,9.55789210001925,0.3333333333333333,0.6666666666666666,0.004778946050009625,0.00014762488395628256,0.14762488395628257,Pa-3,205,12,ZnSe2
Se,78.97,190.0,2.55,9.752,2.021,28.9,2.7144267363878583,5.4288534727757165,0.5,0.5,0.005428853472775716,0.00011945237771618082,0.11945237771618082,F-43m,216,2,ZnSe
S,32.07,180.0,2.58,10.36,2.077,19.4,2.662137362141089,5.324274724282178,0.5,0.5,0.005324274724282178,0.00013622048996697776,0.13622048996697778,P3m1,156,56,ZnS
Te,127.6,206.0,2.1,9.01,1.971,38.0,2.7145380066721,5.4290760133442,0.5,0.5,0.0054290760133442,9.514819162194278e-05,0.09514819162194278,F-43m,216,6,ZnTe
Zr,91.22,186.0,1.33,6.634,0.426,112.0,15.521208603535243,23.281812905302864,0.6666666666666666,0.6666666666666666,0.023281812905302863,0.0009354493082936139,0.935449308293614,Fd-3m,227,6,ZrZn2
Zr,91.22,186.0,1.33,6.634,0.426,112.0,17.8767167006873,35.7534334013746,0.5,0.5,0.0357534334013746,0.0009741132085602494,0.9741132085602494,Pm-3m,221,2,ZrZn
