Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_li,LiSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Reduced Formula
Pd,106.42,202.0,2.2,8.337,0.557,26.14,16.755674718341737,21.223854643232865,0.7894736842105263,0.21052631578947367,0.07958945491212326,0.0010818092658280267,1.0818092658280267,I-43d,220,38,Li15Pd4
As,74.92159,185.0,2.18,9.815,0.81,30.0,11.73736754524223,15.649823393656305,0.75,0.25,0.04694947018096892,0.0007748913389755584,0.7748913389755584,P-3c1,165,24,Li3As
Mg,24.305,173.0,1.31,7.646,,71.2,16.573127627500753,24.85969144125113,0.6666666666666666,0.3333333333333333,0.04971938288250226,0.0008125076106280225,0.8125076106280225,C2/m,12,6,Li2Mg
Te,127.6,206.0,2.1,9.01,1.971,38.0,3.032952140442644,12.131808561770576,0.25,0.75,0.004043936187256858,9.514474491027219e-05,0.0951447449102722,P6_3/mmc,194,8,LiTe3
C,12.011,170.0,2.55,11.26,1.263,11.3,0.7037704805741616,9.1490162474641,0.07692307692307693,0.9230769230769231,0.0007624180206220084,8.210390310570991e-05,0.0821039031057099,P6/mmm,191,13,LiC12
Cd,112.41,158.0,1.69,8.994,,46.0,15.417567652994437,20.55675687065925,0.75,0.25,0.061670270611977746,0.000758762798904737,0.7587627989047371,R-3m,166,4,Li3Cd
Mg,24.305,173.0,1.31,7.646,,71.2,16.13153483008081,48.39460449024242,0.3333333333333333,0.6666666666666666,0.024197302245121212,0.000758555901234209,0.7585559012342089,Cmcm,63,6,LiMg2
Ga,69.723,187.0,1.81,5.999,0.3,50.0,17.30856052869555,23.078080704927398,0.75,0.25,0.0692342421147822,0.0011120137675277673,1.1120137675277673,Fm-3m,225,4,Li3Ga
Y,88.90584,219.0,1.22,6.217,0.307,162.0,25.358602394409814,101.43440957763926,0.25,0.75,0.033811469859213086,0.0008518587526966267,0.8518587526966267,Pm-3m,221,4,LiY3
Mg,24.305,173.0,1.31,7.646,,71.2,12.852929373574,77.117576241444,0.16666666666666666,0.8333333333333334,0.0154235152482888,0.0005850631792629655,0.5850631792629655,P-6m2,187,6,LiMg5
S,32.07,180.0,2.58,10.36,2.077,19.4,9.012315787995151,13.518473681992727,0.6666666666666666,0.3333333333333333,0.027036947363985455,0.0005851181905868992,0.5851181905868992,P1,1,33,Li2S
Mg,24.305,173.0,1.31,7.646,,71.2,16.511373111389364,24.767059667084048,0.6666666666666666,0.3333333333333333,0.0495341193341681,0.0008169659314601231,0.8169659314601231,C2/m,12,6,Li2Mg
Tl,204.383,196.0,1.62,6.108,0.2,66.0,17.028471939805648,23.839860715727905,0.7142857142857143,0.2857142857142857,0.05959965178931976,0.0009269567864463354,0.9269567864463354,R-3m,166,7,Li5Tl2
Ga,69.723,187.0,1.81,5.999,0.3,50.0,10.8511996191861,36.170665397287,0.3,0.7,0.015501713741694428,0.0006214064811348696,0.6214064811348696,R-3m,166,20,Li3Ga7
Mg,24.305,173.0,1.31,7.646,,71.2,16.57574579092627,49.7272373727788,0.3333333333333333,0.6666666666666666,0.0248636186863894,0.0007787535128062901,0.7787535128062901,C2/c,15,6,LiMg2
S,32.07,180.0,2.58,10.36,2.077,19.4,0.437992907443885,2.189964537219425,0.2,0.8,0.0005474911343048563,2.0708116284339167e-06,0.0020708116284339165,P1,1,10,LiS4
Mg,24.305,173.0,1.31,7.646,,71.2,17.92590129642992,23.901201728573227,0.75,0.25,0.07170360518571968,0.0008906311707091351,0.8906311707091351,P6_3/mmc,194,8,Li3Mg
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,7.770909813516099,15.541819627032199,0.5,0.5,0.015541819627032199,0.0003262938553499366,0.3262938553499366,P4/mmm,123,2,LiBi
Tl,204.383,196.0,1.62,6.108,0.2,66.0,12.096499724428757,24.192999448857513,0.5,0.5,0.024192999448857513,0.0004795830145461778,0.4795830145461778,P6_3/mmc,194,8,LiTl
P,30.973762,180.0,2.19,10.487,0.746,25.0,1.7561147159470416,10.53668829568225,0.16666666666666666,0.8333333333333334,0.00210733765913645,8.951801763490704e-05,0.08951801763490704,Pna2_1,33,24,LiP5
Ag,107.868,172.0,1.93,7.576,1.302,55.0,11.817815205904692,19.203949709595122,0.6153846153846154,0.38461538461538464,0.0307263195353522,0.0007229731934856757,0.7229731934856758,I-43m,217,26,Li8Ag5
Mg,24.305,173.0,1.31,7.646,,71.2,17.101041409295433,25.65156211394315,0.6666666666666666,0.3333333333333333,0.0513031242278863,0.0008478715162686398,0.8478715162686398,C2/c,15,6,Li2Mg
O,15.999,152.0,3.44,13.618,1.461,5.3,0.7706108932475111,6.935498039227601,0.1111111111111111,0.8888888888888888,0.00086693725490345,6.561269628370808e-05,0.06561269628370808,Cm,8,9,LiO8
K,39.0983,275.0,0.82,4.341,0.501,289.7,1.9257162265210628,7.702864906084251,0.25,0.75,0.002567621635361417,3.3833090168078387e-05,0.03383309016807839,Fm-3m,225,4,K3Li
Ge,72.63,211.0,2.01,7.9,1.35,40.0,2.4390498594214374,9.75619943768575,0.25,0.75,0.003252066479228583,0.0001346324530652314,0.1346324530652314,I4/mmm,139,4,LiGe3
Ga,69.723,187.0,1.81,5.999,0.3,50.0,3.6465791879533596,6.077631979922265,0.6,0.4,0.009116447969883399,0.0002480680156003317,0.24806801560033168,R-3m,166,5,Li3Ga2
Te,127.6,206.0,2.1,9.01,1.971,38.0,3.6729358522451876,14.69174340898075,0.25,0.75,0.0048972478029935835,0.0001231408867652524,0.1231408867652524,P3,143,48,LiTe3
Zn,65.4,139.0,1.65,9.394,,38.67,8.815918172674685,35.26367269069874,0.25,0.75,0.011754557563566248,0.0005891728726469215,0.5891728726469215,P-6m2,187,4,LiZn3
Mg,24.305,173.0,1.31,7.646,,71.2,17.328738757740624,23.10498501032083,0.75,0.25,0.0693149550309625,0.0008514960526789025,0.8514960526789025,Imm2,44,4,Li3Mg
Mg,24.305,173.0,1.31,7.646,,71.2,17.256976814020653,34.51395362804131,0.5,0.5,0.034513953628041306,0.0008084191713330409,0.8084191713330409,Amm2,38,6,LiMg
Mg,24.305,173.0,1.31,7.646,,71.2,16.35847971691933,24.537719575378997,0.6666666666666666,0.3333333333333333,0.049075439150757995,0.0007980115737352179,0.7980115737352179,P-62m,189,6,Li2Mg
In,114.818,193.0,1.78,5.786,0.3,65.0,17.66364578860825,23.551527718144335,0.75,0.25,0.070654583154433,0.0009888936817495128,0.9888936817495128,Fm-3m,225,4,Li3In
Cr,51.996,189.0,1.66,6.767,0.666,83.0,1.5033062535905,2.0044083381206663,0.75,0.25,0.006013225014362,8.236954985524746e-05,0.08236954985524746,P6_3/mmc,194,8,Li3Cr
Sn,118.71,217.0,1.96,7.344,1.2,53.0,1.558669472609042,3.117338945218084,0.5,0.5,0.003117338945218084,7.609199702325763e-05,0.07609199702325763,P2/m,10,6,LiSn
Pb,207.0,202.0,2.33,7.417,0.36,57.0,12.127603527127455,16.67545484980025,0.7272727272727273,0.2727272727272727,0.04446787959946733,0.0006469790066177612,0.6469790066177612,C2/m,12,11,Li8Pb3
Mg,24.305,173.0,1.31,7.646,,71.2,14.881665460688895,39.68444122850372,0.375,0.625,0.023810664737102232,0.0007051347387544247,0.7051347387544247,I4/mmm,139,8,Li3Mg5
Tl,204.383,196.0,1.62,6.108,0.2,66.0,17.791499834733276,23.72199977964437,0.75,0.25,0.07116599933893311,0.0009830358365571878,0.9830358365571878,Fm-3m,225,4,Li3Tl
Mg,24.305,173.0,1.31,7.646,,71.2,16.845889115238535,20.215066938286242,0.8333333333333334,0.16666666666666666,0.1010753346914312,0.0008122926130055696,0.8122926130055697,P-6m2,187,6,Li5Mg
F,18.99840316,135.0,3.98,17.423,3.339,3.74,7.1133522031637755,14.226704406327551,0.5,0.5,0.014226704406327551,0.0007294418075271795,0.7294418075271795,P6_3mc,186,4,LiF
B,10.81,192.0,2.04,8.298,0.277,20.5,5.142976946248043,61.715723354976504,0.08333333333333333,0.9166666666666666,0.0056105203049978646,0.0007057366613120665,0.7057366613120665,R3m,160,12,LiB11
Hg,200.59,209.0,2.0,10.438,,33.0,5.937375724387588,23.749502897550354,0.25,0.75,0.007916500965850117,0.00026945185911675786,0.26945185911675784,I4/mmm,139,4,LiHg3
Nb,92.90637,207.0,1.6,6.759,0.893,98.0,17.75033161539136,23.66710882052181,0.75,0.25,0.07100132646156544,0.0011088697490473452,1.1088697490473451,Fm-3m,225,4,Li3Nb
B,10.81,192.0,2.04,8.298,0.277,20.5,10.878998451046082,21.757996902092163,0.5,0.5,0.021757996902092163,0.0008039433540166898,0.8039433540166898,Pnma,62,8,LiB
La,138.9055,240.0,1.1,5.577,0.5,215.0,21.2672575988921,28.356343465189465,0.75,0.25,0.0850690303955684,0.0008241409362038106,0.8241409362038106,Fm-3m,225,4,Li3La
Pd,106.42,202.0,2.2,8.337,0.557,26.14,13.96158625127065,27.9231725025413,0.5,0.5,0.0279231725025413,0.0010187849660116474,1.0187849660116475,P-6m2,187,2,LiPd
U,238.0289,240.0,1.38,6.194,,180.0,15.674694680557675,31.34938936111535,0.5,0.5,0.03134938936111535,0.0007945278317577765,0.7945278317577765,P-6m2,187,2,LiU
Pd,106.42,202.0,2.2,8.337,0.557,26.14,11.758503101895414,47.034012407581656,0.25,0.75,0.01567800413586055,0.0008241965929235464,0.8241965929235464,Pm-3m,221,4,LiPd3
Ba,137.33,268.0,0.89,5.212,,272.0,18.343399180422665,22.929248975528335,0.8,0.2,0.09171699590211334,0.0006063742131407352,0.6063742131407353,P6_3/mmc,194,30,BaLi4
Pd,106.42,202.0,2.2,8.337,0.557,26.14,12.884955544424075,25.76991108884815,0.5,0.5,0.02576991108884815,0.0009939840135749555,0.9939840135749555,Pm-3m,221,2,LiPd
Dy,162.5,229.0,1.22,5.939,,163.0,21.671095832680997,28.894794443574664,0.75,0.25,0.086684383330724,0.0009252315285710755,0.9252315285710755,P6_3/mmc,194,8,Li3Dy
C,12.011,170.0,2.55,11.26,1.263,11.3,0.7237682117760588,13.131223270794209,0.05511811023622047,0.9448818897637795,0.0007659880241296622,7.168716011369325e-05,0.07168716011369325,Pm,6,127,Li7C120
Mg,24.305,173.0,1.31,7.646,,71.2,3.511203079494825,7.02240615898965,0.5,0.5,0.00702240615898965,0.00017347142542831906,0.17347142542831906,Pmma,51,4,LiMg
Mg,24.305,173.0,1.31,7.646,,71.2,12.67120569602748,101.36964556821984,0.125,0.875,0.01448137793831712,0.0005761435916639147,0.5761435916639147,P-6m2,187,8,LiMg7
Ag,107.868,172.0,1.93,7.576,1.302,55.0,14.077170102024562,18.769560136032748,0.75,0.25,0.05630868040809825,0.0008576334577067169,0.857633457706717,Fm-3m,225,4,Li3Ag
Cu,63.55,140.0,1.9,7.726,1.228,46.5,14.197536644771075,56.7901465790843,0.25,0.75,0.018930048859694768,0.0012248830158602404,1.2248830158602404,Pm-3m,221,4,LiCu3
Dy,162.5,229.0,1.22,5.939,,163.0,30.16673263841156,120.66693055364624,0.25,0.75,0.04022231018454875,0.001031030622200792,1.0310306222007921,P6_3/mmc,194,8,LiDy3
B,10.81,192.0,2.04,8.298,0.277,20.5,8.70229425813089,15.664129664635603,0.5555555555555556,0.4444444444444444,0.0195801620807945,0.0007210204243248437,0.7210204243248437,R3m,160,9,Li5B4
Zn,65.4,139.0,1.65,9.394,,38.67,12.510449798034239,25.020899596068478,0.5,0.5,0.02502089959606848,0.0008978246880254882,0.8978246880254882,Fd-3m,227,4,LiZn
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,16.739053767911162,66.95621507164465,0.25,0.75,0.022318738357214884,0.0012223018964640812,1.2223018964640813,I4/mmm,139,4,LiRh3
S,32.07,180.0,2.58,10.36,2.077,19.4,9.078917697892923,13.618376546839384,0.6666666666666666,0.3333333333333333,0.02723675309367877,0.0005894421499285596,0.5894421499285596,R3m,160,33,Li2S
Sm,150.4,229.0,1.17,5.644,,192.0,31.76501598074461,127.06006392297844,0.25,0.75,0.04235335464099282,0.0010412004753981576,1.0412004753981576,Pm-3m,221,4,LiSm3
Mg,24.305,173.0,1.31,7.646,,71.2,16.657339849104265,33.31467969820853,0.5,0.5,0.03331467969820853,0.0007991027796791085,0.7991027796791085,C2,5,6,LiMg
P,30.973762,180.0,2.19,10.487,0.746,25.0,8.016642497761094,16.033284995522187,0.5,0.5,0.016033284995522187,0.0005161056106455216,0.5161056106455215,P2_1/c,14,16,LiP
Ge,72.63,211.0,2.01,7.9,1.35,40.0,0.920930568280596,1.330233043071972,0.6923076923076923,0.3076923076923077,0.002993024346911937,5.8458874833805856e-05,0.05845887483380586,Cmcm,63,26,Li9Ge4
Mg,24.305,173.0,1.31,7.646,,71.2,17.96563473186639,35.93126946373278,0.5,0.5,0.03593126946373278,0.0008515471869069624,0.8515471869069624,Amm2,38,6,LiMg
Mg,24.305,173.0,1.31,7.646,,71.2,16.20412097823212,24.30618146734818,0.6666666666666666,0.3333333333333333,0.048612362934696354,0.0007898224658663135,0.7898224658663136,Cm,8,6,Li2Mg
Tc,96.90636,209.0,1.9,7.28,0.55,79.0,2.0276477589628503,2.703530345283801,0.75,0.25,0.008110591035851402,0.0001358123340336223,0.13581233403362228,Fm-3m,225,4,Li3Tc
Sc,44.95591,211.0,1.36,6.561,0.188,97.0,18.906354558452936,25.208472744603917,0.75,0.25,0.07562541823381175,0.0009118142893039223,0.9118142893039224,P6_3/mmc,194,8,Li3Sc
Mg,24.305,173.0,1.31,7.646,,71.2,16.36319187105085,32.7263837421017,0.5,0.5,0.032726383742101704,0.0007584696646718817,0.7584696646718817,P-6m2,187,6,LiMg
Pb,207.0,202.0,2.33,7.417,0.36,57.0,1.5416515330807252,6.166606132322901,0.25,0.75,0.0020555353774409668,4.437497674901116e-05,0.04437497674901116,P4/mmm,123,4,LiPb3
Mg,24.305,173.0,1.31,7.646,,71.2,15.920230240642416,31.840460481284833,0.5,0.5,0.03184046048128483,0.0007609441723918197,0.7609441723918198,Cm,8,6,LiMg
Mg,24.305,173.0,1.31,7.646,,71.2,14.3096981479118,28.6193962958236,0.5,0.5,0.0286193962958236,0.0006894307789539606,0.6894307789539605,Cmmm,65,2,LiMg
Au,196.96657,166.0,2.54,9.226,2.309,36.06,6.208974261691162,24.835897046764646,0.25,0.75,0.008278632348921549,0.00037777162753651055,0.37777162753651056,I4/mmm,139,4,LiAu3
S,32.07,180.0,2.58,10.36,2.077,19.4,11.492868933480333,17.2393034002205,0.6666666666666666,0.3333333333333333,0.034478606800441,0.0008070252529462686,0.8070252529462686,Pnma,62,12,Li2S
B,10.81,192.0,2.04,8.298,0.277,20.5,5.296672570440958,63.5600708452915,0.08333333333333333,0.9166666666666666,0.005778188258662864,0.0007422949795337274,0.7422949795337274,F-43m,216,12,LiB11
Be,9.012183,153.0,1.57,9.323,,37.74,10.62777362456355,21.2555472491271,0.5,0.5,0.0212555472491271,0.0009295289578707818,0.9295289578707818,P2_1/m,11,4,LiBe
C,12.011,170.0,2.55,11.26,1.263,11.3,0.6252917985277359,4.377042589694151,0.14285714285714285,0.8571428571428571,0.0007295070982823584,7.465867044649333e-05,0.07465867044649332,P6/mmm,191,7,LiC6
Mg,24.305,173.0,1.31,7.646,,71.2,16.020350992593084,48.06105297777925,0.3333333333333333,0.6666666666666666,0.024030526488889623,0.0007446121100955698,0.7446121100955698,C2/m,12,6,LiMg2
Si,28.085,210.0,1.9,8.152,1.385,37.3,12.034943658298088,15.738003245466734,0.7647058823529411,0.23529411764705882,0.05114851054776688,0.0007814776645293501,0.7814776645293501,Pbam,55,34,Li13Si4
Au,196.96657,166.0,2.54,9.226,2.309,36.06,14.250476240311407,18.050603237727785,0.7894736842105263,0.21052631578947367,0.06768976214147919,0.0008837939841711745,0.8837939841711745,I-43d,220,38,Li15Au4
Mg,24.305,173.0,1.31,7.646,,71.2,15.960377156763725,31.92075431352745,0.5,0.5,0.03192075431352745,0.0007590419748201364,0.7590419748201364,P-6m2,187,2,LiMg
Hg,200.59,209.0,2.0,10.438,,33.0,4.330781919554287,17.323127678217148,0.25,0.75,0.0057743758927390485,0.00019939326586736815,0.19939326586736816,P6_3/mmc,194,8,LiHg3
Mg,24.305,173.0,1.31,7.646,,71.2,15.393274413614176,23.089911620421265,0.6666666666666666,0.3333333333333333,0.04617982324084253,0.0007406687667256043,0.7406687667256043,Cmcm,63,6,Li2Mg
O,15.999,152.0,3.44,13.618,1.461,5.3,8.374927601858724,12.562391402788087,0.6666666666666666,0.3333333333333333,0.025124782805576173,0.0008524738105996186,0.8524738105996187,P1,1,102,Li2O
Tm,168.93422,227.0,1.25,6.184,,144.0,18.345222454228065,24.46029660563742,0.75,0.25,0.07338088981691226,0.0008060453915328247,0.8060453915328247,P6_3/mmc,194,8,Li3Tm
O,15.999,152.0,3.44,13.618,1.461,5.3,0.943189408454075,1.88637881690815,0.5,0.5,0.0018863788169081498,0.00012397123504384296,0.12397123504384296,P4/mmm,123,2,Li2O2
Ge,72.63,211.0,2.01,7.9,1.35,40.0,13.903842090303291,17.611533314384168,0.7894736842105263,0.21052631578947367,0.06604324992894063,0.0008887388567621538,0.8887388567621538,I-43d,220,38,Li15Ge4
Zn,65.4,139.0,1.65,9.394,,38.67,16.967860276092875,22.623813701457166,0.75,0.25,0.0678714411043715,0.001047290326627956,1.047290326627956,P6_3/mmc,194,8,Li3Zn
Pb,207.0,202.0,2.33,7.417,0.36,57.0,4.986587856097074,19.946351424388297,0.25,0.75,0.006648783808129432,0.00017848009693026689,0.1784800969302669,I4/mmm,139,4,LiPb3
Mo,95.95,209.0,2.16,7.092,0.746,87.0,1.369366761548075,1.8258223487307665,0.75,0.25,0.0054774670461923,8.461667464740003e-05,0.08461667464740003,Pm-3m,221,4,Li3Mo
Ba,137.33,268.0,0.89,5.212,,272.0,18.816124430887616,26.941269071498184,0.6984126984126984,0.30158730158730157,0.06239030732346947,0.0005594871421586421,0.559487142158642,I-42d,122,126,Ba19Li44
Sm,150.4,229.0,1.17,5.644,,192.0,17.350697299099064,23.134263065465415,0.75,0.25,0.06940278919639625,0.0007084438945281582,0.7084438945281581,P6_3/mmc,194,8,Li3Sm
Al,26.981538,184.0,1.61,5.986,0.441,57.8,10.511435934700474,42.045743738801896,0.25,0.75,0.014015247912933966,0.0006583349359713945,0.6583349359713945,I4/mmm,139,4,LiAl3
Mg,24.305,173.0,1.31,7.646,,71.2,14.398084790244516,43.194254370733546,0.3333333333333333,0.6666666666666666,0.021597127185366775,0.0006955953205933378,0.6955953205933378,C2/m,12,6,LiMg2
Mg,24.305,173.0,1.31,7.646,,71.2,18.210532401979435,27.31579860296915,0.6666666666666666,0.3333333333333333,0.0546315972059383,0.0008599328913827792,0.8599328913827792,P-3m1,164,6,Li2Mg
Ga,69.723,187.0,1.81,5.999,0.3,50.0,11.355287048001333,34.065861144003996,0.3333333333333333,0.6666666666666666,0.017032930572002,0.0005830048928358852,0.5830048928358852,Fd-3m,227,12,LiGa2
Cd,112.41,158.0,1.69,8.994,,46.0,8.541696517641775,34.1667860705671,0.25,0.75,0.011388928690189032,0.00043584704217987814,0.43584704217987813,P6_3/mmc,194,8,LiCd3
Pt,195.08,209.0,2.28,9.0,2.128,48.0,9.840965766717973,19.681931533435947,0.5,0.5,0.019681931533435948,0.0007225438173987981,0.7225438173987981,P-6m2,187,2,LiPt
Sb,121.76,206.0,2.05,8.64,1.07,43.0,9.598265034239361,14.397397551359042,0.6666666666666666,0.3333333333333333,0.028794795102718082,0.00048038622612758,0.48038622612758003,P-62c,190,18,Li2Sb
Al,26.981538,184.0,1.61,5.986,0.441,57.8,16.756457317548083,25.134685976322125,0.6666666666666666,0.3333333333333333,0.05026937195264425,0.0010240088201384754,1.0240088201384754,Cmcm,63,6,Li2Al
B,10.81,192.0,2.04,8.298,0.277,20.5,10.850142539158574,21.700285078317147,0.5,0.5,0.021700285078317148,0.000799489490742815,0.799489490742815,Imma,74,4,LiB
As,74.92159,185.0,2.18,9.815,0.81,30.0,11.73796530667608,16.085359864704255,0.7297297297297297,0.2702702702702703,0.0434304716347015,0.000764553743484511,0.764553743484511,C2/m,12,37,Li27As10
Te,127.6,206.0,2.1,9.01,1.971,38.0,3.6663835754089265,14.665534301635706,0.25,0.75,0.004888511433878568,0.00012259184351379274,0.12259184351379274,P-3c1,165,48,LiTe3
Pu,244.0642,243.0,1.28,6.06,,145.0,17.02388970977861,22.698519613038147,0.75,0.25,0.06809555883911445,0.0007170382928016527,0.7170382928016528,I4/mmm,139,4,Li3Pu
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,18.42275304731594,24.563670729754588,0.75,0.25,0.07369101218926376,0.0007364836176146503,0.7364836176146503,P6_3/mmc,194,8,NaLi3
Lu,174.9667,221.0,1.27,5.426,,137.0,17.314651570596812,23.08620209412908,0.75,0.25,0.06925860628238725,0.0007764960559933123,0.7764960559933123,P6_3/mmc,194,8,Li3Lu
Rb,85.468,303.0,0.82,4.177,0.468,319.8,1.7977718923452504,7.1910875693810015,0.25,0.75,0.002397029189793667,2.5638901606606523e-05,0.025638901606606524,Pm-3m,221,4,Rb3Li
Pm,144.91276,236.0,,5.55,,200.0,25.436806740734003,33.915742320978666,0.75,0.25,0.101747226962936,0.0010521496636378917,1.0521496636378918,Fm-3m,225,4,Li3Pm
Mg,24.305,173.0,1.31,7.646,,71.2,18.123143843014624,21.74777261161755,0.8333333333333334,0.16666666666666666,0.10873886305808775,0.0008932785824824295,0.8932785824824295,P-62m,189,6,Li5Mg
Ag,107.868,172.0,1.93,7.576,1.302,55.0,11.225419546443625,22.45083909288725,0.5,0.5,0.02245083909288725,0.0006842744124417311,0.684274412441731,I4_1/amd,141,4,LiAg
Sn,118.71,217.0,1.96,7.344,1.2,53.0,12.759771332836428,15.762070469974413,0.8095238095238095,0.19047619047619047,0.06698879949739125,0.0007048584261500627,0.7048584261500627,F-43m,216,105,Li17Sn4
As,74.92159,185.0,2.18,9.815,0.81,30.0,11.587267310999376,15.449689747999168,0.75,0.25,0.0463490692439975,0.0007331805034213794,0.7331805034213794,P6_3/mmc,194,8,Li3As
B,10.81,192.0,2.04,8.298,0.277,20.5,1.0008373333783753,1.3344497778378337,0.75,0.25,0.004003349333513501,8.840269705939855e-05,0.08840269705939854,I4/mmm,139,4,Li3B
Zn,65.4,139.0,1.65,9.394,,38.67,3.9709238248480356,55.5929335478725,0.07142857142857142,0.9285714285714286,0.0042763795036825,0.00025530622487827134,0.25530622487827137,Fm-3c,226,28,LiZn13
Be,9.012183,153.0,1.57,9.323,,37.74,16.525939106695827,22.034585475594433,0.75,0.25,0.0661037564267833,0.0011316002475610279,1.1316002475610278,I4/mmm,139,4,Li3Be
Mg,24.305,173.0,1.31,7.646,,71.2,18.406000074115493,22.08720008893859,0.8333333333333334,0.16666666666666666,0.11043600044469296,0.0009156062230882484,0.9156062230882485,C2,5,6,Li5Mg
Sn,118.71,217.0,1.96,7.344,1.2,53.0,2.214984862140686,7.7524470174924005,0.2857142857142857,0.7142857142857143,0.0031009788069969605,9.421022555929212e-05,0.09421022555929212,P4/mbm,127,14,Li2Sn5
O,15.999,152.0,3.44,13.618,1.461,5.3,11.343460409023917,17.015190613535875,0.6666666666666666,0.3333333333333333,0.03403038122707175,0.0015057894347418222,1.5057894347418221,Pnma,62,12,Li2O
Ga,69.723,187.0,1.81,5.999,0.3,50.0,11.630238419575242,46.52095367830097,0.25,0.75,0.015506984559433655,0.0007164146423558832,0.7164146423558831,P6_3/mmc,194,8,LiGa3
Ir,192.22,202.0,2.2,9.1,1.565,54.0,13.023588366629527,26.047176733259054,0.5,0.5,0.026047176733259052,0.000981118456501781,0.9811184565017811,P-6m2,187,2,LiIr
Al,26.981538,184.0,1.61,5.986,0.441,57.8,16.99765730823504,24.55217166745061,0.6923076923076923,0.3076923076923077,0.05524238625176388,0.0010301357947302679,1.0301357947302678,P-1,2,13,Li9Al4
Pt,195.08,209.0,2.28,9.0,2.128,48.0,7.520572069380276,30.082288277521105,0.25,0.75,0.010027429425840369,0.0005258003464567452,0.5258003464567452,Pm-3m,221,4,LiPt3
Mg,24.305,173.0,1.31,7.646,,71.2,14.511332720498125,58.0453308819925,0.25,0.75,0.019348443627330833,0.0006619861592826732,0.6619861592826732,I4/mmm,139,4,LiMg3
Pd,106.42,202.0,2.2,8.337,0.557,26.14,15.331266703699622,122.65013362959698,0.125,0.875,0.017521447661371,0.001045258396966985,1.045258396966985,Fm-3m,225,8,LiPd7
I,126.9045,198.0,2.66,10.451,3.059,32.9,4.840869089761949,9.681738179523897,0.5,0.5,0.009681738179523898,0.00018088900307134257,0.18088900307134256,P6_3/mmc,194,4,LiI
Ca,40.08,231.0,1.0,6.113,,160.8,6.82510448265305,34.125522413265244,0.2,0.8,0.008531380603316312,0.00016758901827728916,0.16758901827728917,Fd-3m,227,10,LiCa4
Eu,151.964,233.0,,5.67,,184.0,26.473654483916885,105.89461793566754,0.25,0.75,0.03529820597855585,0.0006835114925078294,0.6835114925078294,I4/mmm,139,4,LiEu3
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,0.8938504019247503,1.191800535899667,0.75,0.25,0.003575401607699001,6.638948557382256e-05,0.06638948557382256,P6_3/mmc,194,8,Li3Rh
Ga,69.723,187.0,1.81,5.999,0.3,50.0,8.414240490329277,37.86408220648175,0.2222222222222222,0.7777777777777778,0.010818309201851927,0.0004475186525772437,0.4475186525772437,Cm,8,18,Li2Ga7
B,10.81,192.0,2.04,8.298,0.277,20.5,1.0879295338342498,2.1758590676684997,0.5,0.5,0.0021758590676684997,0.0001549216626509982,0.15492166265099822,Fd-3m,227,4,LiB
Tl,204.383,196.0,1.62,6.108,0.2,66.0,12.824262051226397,25.648524102452793,0.5,0.5,0.02564852410245279,0.0005574726527238479,0.5574726527238479,Cmce,64,24,LiTl
Pa,231.03588,243.0,1.5,5.89,,200.0,17.147676384894922,34.295352769789844,0.5,0.5,0.034295352769789844,0.0007560259961348719,0.7560259961348719,P-6m2,187,2,LiPa
Al,26.981538,184.0,1.61,5.986,0.441,57.8,10.5457578251165,42.183031300466,0.25,0.75,0.014061010433488666,0.0006611720608154974,0.6611720608154974,Pm-3m,221,4,LiAl3
Pu,244.0642,243.0,1.28,6.06,,145.0,14.716199064086002,58.86479625634401,0.25,0.75,0.01962159875211467,0.000804650414460011,0.804650414460011,Fm-3m,225,4,LiPu3
O,15.999,152.0,3.44,13.618,1.461,5.3,9.555845815616715,14.333768723425074,0.6666666666666666,0.3333333333333333,0.028667537446850147,0.0009924824533622467,0.9924824533622466,P1,1,102,Li2O
Mg,24.305,173.0,1.31,7.646,,71.2,12.655035909469042,37.965107728407126,0.3333333333333333,0.6666666666666666,0.018982553864203562,0.0006137590555596427,0.6137590555596427,C2/m,12,6,LiMg2
Ge,72.63,211.0,2.01,7.9,1.35,40.0,13.490811425543612,16.556904931348978,0.8148148148148148,0.18518518518518517,0.0728503816979355,0.0008680234680251966,0.8680234680251966,F-43m,216,108,Li22Ge5
Ga,69.723,187.0,1.81,5.999,0.3,50.0,11.778104016939313,47.11241606775725,0.25,0.75,0.015704138689252415,0.0006980020520644509,0.6980020520644509,Pm-3m,221,4,LiGa3
Mg,24.305,173.0,1.31,7.646,,71.2,16.940384550472167,25.410576825708247,0.6666666666666666,0.3333333333333333,0.0508211536514165,0.0008025184778899901,0.8025184778899901,P6_3/mmc,194,6,Li2Mg
O,15.999,152.0,3.44,13.618,1.461,5.3,3.3318432712172874,13.32737308486915,0.25,0.75,0.004442457694956384,0.0003111863234871721,0.31118632348717207,Imm2,44,4,LiO3
