Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Reduced Formula
O,15.999,152.0,3.44,13.618,1.461,5.3,1.5515377978430285,5.4303822924506,0.2857142857142857,0.7142857142857143,0.0021721529169802397,0.00011435883136676688,0.11435883136676689,Pbam,55,14,Mn2O5
Si,28.085,210.0,1.9,8.152,1.385,37.3,3.8504296857168745,5.390601560003624,0.7142857142857143,0.2857142857142857,0.013476503900009061,0.0003301262512537425,0.3301262512537425,P4_32_12,96,56,Mn5Si2
N,14.007,155.0,3.04,14.534,,7.4,3.5378329928489904,5.8963883214149835,0.6,0.4,0.008844582482122476,0.0003728584177260731,0.3728584177260731,C2/m,12,5,Mn3N2
Zr,91.22,186.0,1.33,6.634,0.426,112.0,3.0098653990859163,4.514798098628875,0.6666666666666666,0.6666666666666666,0.004514798098628875,0.00020913404337403625,0.20913404337403624,Fd-3m,227,6,ZrMn2
Ho,164.93033,216.0,1.23,6.022,,156.0,4.497650691053577,4.872454915308042,0.9230769230769231,0.9230769230769231,0.004872454915308042,0.0002861377300452855,0.28613773004528553,I4/mmm,139,13,HoMn12
Ni,58.693,163.0,1.91,7.64,1.156,49.0,3.9312622488633746,7.862524497726749,0.5,0.5,0.00786252449772675,0.00031789034016529186,0.31789034016529183,P4/mmm,123,2,MnNi
Te,127.6,206.0,2.1,9.01,1.971,38.0,3.913435714821576,7.826871429643152,0.5,0.5,0.007826871429643152,0.00015263606777284064,0.15263606777284064,P2_1/m,11,8,MnTe
O,15.999,152.0,3.44,13.618,1.461,5.3,1.3086392550247707,3.925917765074312,0.3333333333333333,0.6666666666666666,0.001962958882537156,0.00011979669515279884,0.11979669515279884,Cmcm,63,12,MnO2
Tm,168.93422,227.0,1.25,6.184,,144.0,2.9200710427716543,3.163410296335959,0.9230769230769231,0.9230769230769231,0.003163410296335959,0.000238526581274836,0.238526581274836,I4/mmm,139,13,TmMn12
C,12.011,170.0,2.55,11.26,1.263,11.3,3.1710324782447246,3.9982583421346525,0.7931034482758621,0.20689655172413793,0.015326656978182834,0.0003180991245944008,0.31809912459440076,Fm-3m,225,29,Mn23C6
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.1282974905212875,4.51318996208515,0.25,0.75,0.0015043966540283834,8.472196814914702e-05,0.08472196814914702,P2_1/c,14,16,MnF3
Te,127.6,206.0,2.1,9.01,1.971,38.0,5.031178111232583,10.062356222465166,0.5,0.5,0.010062356222465166,0.00019794801248128953,0.19794801248128954,Fm-3m,225,2,MnTe
N,14.007,155.0,3.04,14.534,,7.4,2.585080152697587,5.170160305395174,0.5,0.5,0.0051701603053951745,0.00026301747157912524,0.26301747157912525,Pm,6,4,MnN
O,15.999,152.0,3.44,13.618,1.461,5.3,1.9719552146956245,4.601228834289792,0.42857142857142855,0.5714285714285714,0.0034509216257173434,0.00017752290989223366,0.17752290989223365,C2/m,12,14,Mn3O4
Pt,195.08,209.0,2.28,9.0,2.128,48.0,7.9461489931138845,23.838446979341654,0.3333333333333333,0.6666666666666666,0.011919223489670828,0.0005157275475356298,0.5157275475356298,P-3m1,164,3,MnPt2
Au,196.96657,166.0,2.54,9.226,2.309,36.06,11.0141121588215,44.056448635286,0.25,0.75,0.014685482878428668,0.0006480490271888846,0.6480490271888847,Pm-3m,221,4,MnAu3
Al,26.981538,184.0,1.61,5.986,0.441,57.8,10.237745488905347,44.3635637852565,0.23076923076923078,0.7692307692307693,0.01330906913557695,0.0006982611180141562,0.6982611180141562,P6_3/mmc,194,26,Mn3Al10
Sb,121.76,206.0,2.05,8.64,1.07,43.0,3.5029153980977883,6.305247716576019,0.5555555555555556,0.4444444444444444,0.007881559645720024,0.0001816787617472726,0.1816787617472726,P-6m2,187,9,Mn5Sb4
O,15.999,152.0,3.44,13.618,1.461,5.3,1.1632919702879445,3.4898759108638333,0.3333333333333333,0.6666666666666666,0.0017449379554319167,8.429092382386445e-05,0.08429092382386445,P4_2/m,84,18,MnO2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.9167972323469303,4.125587545561187,0.2222222222222222,0.7777777777777778,0.0011787392987317677,7.202639570196804e-05,0.07202639570196803,P2_1,4,36,Mn2F7
U,238.0289,240.0,1.38,6.194,,180.0,4.583859969938,6.875789954906999,0.6666666666666666,0.6666666666666666,0.006875789954906999,0.0002816692291834649,0.28166922918346493,Fd-3m,227,6,UMn2
S,32.07,180.0,2.58,10.36,2.077,19.4,4.771085197639425,9.54217039527885,0.5,0.5,0.00954217039527885,0.00031528310329173836,0.31528310329173836,F-43m,216,2,MnS
S,32.07,180.0,2.58,10.36,2.077,19.4,4.773189746520737,9.546379493041474,0.5,0.5,0.009546379493041475,0.0002223797090435131,0.2223797090435131,P6_3mc,186,4,MnS
O,15.999,152.0,3.44,13.618,1.461,5.3,2.775699815827975,5.55139963165595,0.5,0.5,0.00555139963165595,0.00025236099644232094,0.25236099644232096,Fm-3m,225,4,MnO
V,50.9415,179.0,1.63,6.746,0.525,87.0,2.443622232663825,4.88724446532765,0.5,0.5,0.00488724446532765,0.00020984323851847535,0.20984323851847533,Pm-3m,221,2,MnV
Zn,65.4,139.0,1.65,9.394,,38.67,3.6406019707777633,14.562407883111053,0.25,0.75,0.004854135961037017,0.00026353588441027886,0.26353588441027886,Pm-3m,221,4,MnZn3
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.77048384006577,3.85241920032885,0.2,0.8,0.0009631048000822125,6.558790714089339e-05,0.0655879071408934,P-1,2,15,MnF4
Au,196.96657,166.0,2.54,9.226,2.309,36.06,8.419543374565382,12.629315061848073,0.6666666666666666,0.3333333333333333,0.025258630123696148,0.000543232540817513,0.543232540817513,I4/mmm,139,3,Mn2Au
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.7096739552866336,5.1290218658599,0.3333333333333333,0.6666666666666666,0.00256451093292995,0.00013049004449560927,0.13049004449560928,P4_2/mnm,136,6,MnF2
O,15.999,152.0,3.44,13.618,1.461,5.3,1.1090976710768337,3.3272930132305008,0.3333333333333333,0.6666666666666666,0.0016636465066152504,9.414023114409378e-05,0.09414023114409378,P3m1,156,72,MnO2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.3966185306855303,4.588889457966742,0.30434782608695654,0.6956521739130435,0.00200763913786045,0.00010399375244091855,0.10399375244091855,P-1,2,23,Mn7F16
C,12.011,170.0,2.55,11.26,1.263,11.3,3.5349098148767144,4.948873740827401,0.7142857142857143,0.2857142857142857,0.0123721843520685,0.00038400054262068635,0.38400054262068634,C2/c,15,14,Mn5C2
O,15.999,152.0,3.44,13.618,1.461,5.3,2.079648257941395,5.199120644853488,0.4,0.6,0.0034660804299023254,0.00019314042473129344,0.19314042473129345,R-3c,167,10,Mn2O3
Ga,69.723,187.0,1.81,5.999,0.3,50.0,4.294456632685384,6.978492028113751,0.6153846153846154,0.38461538461538464,0.011165587244982001,0.00031579850136171484,0.31579850136171483,I-43m,217,26,Mn8Ga5
Al,26.981538,184.0,1.61,5.986,0.441,57.8,2.7943714347272883,5.588742869454577,0.5,0.5,0.005588742869454577,0.00020837646845628095,0.20837646845628097,P4/mmm,123,4,MnAl
O,15.999,152.0,3.44,13.618,1.461,5.3,2.8115503239113036,6.560284089126375,0.42857142857142855,0.5714285714285714,0.004920213066844781,0.0002634492614360509,0.2634492614360509,Pmc2_1,26,28,Mn3O4
B,10.81,192.0,2.04,8.298,0.277,20.5,3.88042529625935,4.850531620324188,0.8,0.2,0.01940212648129675,0.000390264030813923,0.390264030813923,F222,22,10,Mn4B
Zn,65.4,139.0,1.65,9.394,,38.67,3.642625927118093,14.570503708472373,0.25,0.75,0.004856834569490791,0.0002582444651801161,0.25824446518011607,P6_3/mmc,194,8,MnZn3
B,10.81,192.0,2.04,8.298,0.277,20.5,2.5956600727130494,12.97830036356525,0.2,0.8,0.0032445750908913122,0.0003608542337532317,0.36085423375323167,Pnnm,58,10,MnB4
Sb,121.76,206.0,2.05,8.64,1.07,43.0,3.686089175765012,7.372178351530024,0.5,0.5,0.007372178351530024,0.00017049619830644043,0.17049619830644044,P6_3/mmc,194,4,MnSb
Si,28.085,210.0,1.9,8.152,1.385,37.3,3.645870275555295,10.026143257777061,0.36363636363636365,0.6363636363636364,0.005729224718729749,0.0003174206628564675,0.3174206628564675,Pcc2,27,44,Mn4Si7
Si,28.085,210.0,1.9,8.152,1.385,37.3,3.953302065226159,5.534622891316623,0.7142857142857143,0.2857142857142857,0.013836557228291559,0.0003321648261464196,0.33216482614641957,P4_12_12,92,56,Mn5Si2
N,14.007,155.0,3.04,14.534,,7.4,1.8701612374447696,3.1169353957412826,0.6,0.4,0.004675403093611924,0.0001893848152958495,0.18938481529584952,I4/mmm,139,5,Mn3N2
O,15.999,152.0,3.44,13.618,1.461,5.3,1.5043002507709586,4.512900752312875,0.3333333333333333,0.6666666666666666,0.0022564503761564377,0.00012842396217952368,0.12842396217952368,Cm,8,48,MnO2
O,15.999,152.0,3.44,13.618,1.461,5.3,1.135655451767713,3.2988086932300233,0.3442622950819672,0.6557377049180327,0.0017318745639457623,9.619173247062924e-05,0.09619173247062923,C2,5,61,Mn21O40
