Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Reduced Formula
O,15.999,152.0,3.44,13.618,1.461,5.3,1.7857515885669588,5.357254765700876,0.3333333333333333,0.6666666666666666,0.0026786273828504382,0.00019299445922426613,0.19299445922426614,P4_2/mnm,136,6,MnO2
Au,196.96657,166.0,2.54,9.226,2.309,36.06,11.034592548064388,44.138370192257554,0.25,0.75,0.014712790064085851,0.0006461427827267608,0.6461427827267608,P6_3/mmc,194,8,MnAu3
As,74.92159,185.0,2.18,9.815,0.81,30.0,3.8128595290188114,7.625719058037623,0.5,0.5,0.007625719058037623,0.0002657235027727768,0.2657235027727768,Pnma,62,8,MnAs
O,15.999,152.0,3.44,13.618,1.461,5.3,1.3302878328957917,3.990863498687375,0.3333333333333333,0.6666666666666666,0.0019954317493436876,0.00013005940348807815,0.13005940348807815,Pnma,62,24,MnO2
Au,196.96657,166.0,2.54,9.226,2.309,36.06,9.39684927051782,46.984246352589096,0.2,0.8,0.011746061588147274,0.0005296140580989981,0.5296140580989981,R-3m,166,5,MnAu4
Er,167.26,235.0,1.24,6.108,,150.0,2.538687852880375,3.808031779320563,0.6666666666666666,0.6666666666666666,0.003808031779320563,0.00015939090854921528,0.15939090854921528,C2/m,12,12,ErMn2
O,15.999,152.0,3.44,13.618,1.461,5.3,1.2216242935430666,3.6648728806291992,0.3333333333333333,0.6666666666666666,0.0018324364403145997,0.00010877688721985553,0.10877688721985553,I4/m,87,12,MnO2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.9483912057609165,5.845173617282749,0.3333333333333333,0.6666666666666666,0.002922586808641375,0.00015918880464148026,0.15918880464148025,P-42m,111,12,MnF2
O,15.999,152.0,3.44,13.618,1.461,5.3,2.579824987366569,6.4495624684164214,0.4,0.6,0.0042997083122776145,0.00023212893523763157,0.23212893523763156,Pbca,61,80,Mn2O3
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.0613323117121252,5.306661558560626,0.2,0.8,0.0013266653896401566,9.024042193135459e-05,0.09024042193135459,I4_1/a,88,40,MnF4
Si,28.085,210.0,1.9,8.152,1.385,37.3,3.622644694561205,9.962272910043314,0.36363636363636365,0.6363636363636364,0.005692727377167609,0.00031216266637634673,0.3121626663763467,P-4c2,116,44,Mn4Si7
Ge,72.63,211.0,2.01,7.9,1.35,40.0,3.7535739168631554,6.005718266981049,0.625,0.375,0.010009530444968414,0.0002675867490982485,0.2675867490982485,P6_3/mcm,193,16,Mn5Ge3
Be,9.012183,153.0,1.57,9.323,,37.74,2.4025281008202497,3.203370801093666,0.75,0.25,0.009610112403281,0.00023974550613435318,0.2397455061343532,P6_3/mmc,194,8,Mn3Be
C,12.011,170.0,2.55,11.26,1.263,11.3,2.5428201535018746,3.632600219288393,0.7,0.3,0.008476067178339583,0.0002861202039481151,0.28612020394811505,Pnma,62,40,Mn7C3
Ir,192.22,202.0,2.2,9.1,1.565,54.0,6.477713374338935,12.95542674867787,0.5,0.5,0.012955426748677869,0.0004646664602141832,0.4646664602141832,P4/mmm,123,4,MnIr
Er,167.26,235.0,1.24,6.108,,150.0,2.4851494905395004,3.7277242358092506,0.6666666666666666,0.6666666666666666,0.0037277242358092506,0.00016120362488388846,0.16120362488388845,Fd-3m,227,6,ErMn2
O,15.999,152.0,3.44,13.618,1.461,5.3,3.8341945130831747,19.170972565415877,0.2,0.8,0.004792743141353969,0.00023410625548889188,0.23410625548889188,I4_1/amd,141,10,MnO4
F,18.99840316,135.0,3.98,17.423,3.339,3.74,2.032766999453992,6.098300998361975,0.3333333333333333,0.6666666666666666,0.003049150499180988,0.0001770226823051515,0.1770226823051515,P-42m,111,12,MnF2
As,74.92159,185.0,2.18,9.815,0.81,30.0,3.8827334096600996,6.471222349433499,0.6,0.4,0.009706833524150249,0.00026684158215919756,0.26684158215919757,C2/m,12,10,Mn3As2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.333771085829075,6.668855429145375,0.2,0.8,0.0016672138572863438,8.804476974908214e-05,0.08804476974908214,I4/mcm,140,10,MnF4
O,15.999,152.0,3.44,13.618,1.461,5.3,1.9534175790677744,4.883543947669437,0.4,0.6,0.0032556959651129577,0.00016326800952246598,0.16326800952246598,Cmcm,63,20,Mn2O3
S,32.07,180.0,2.58,10.36,2.077,19.4,2.0738467417735498,6.22154022532065,0.3333333333333333,0.6666666666666666,0.003110770112660325,9.734773898243711e-05,0.09734773898243711,R-3m,166,3,MnS2
Pt,195.08,209.0,2.28,9.0,2.128,48.0,6.498911356097627,8.665215141463502,0.75,0.25,0.025995645424390507,0.0005419595728595882,0.5419595728595882,P6_3/mmc,194,8,Mn3Pt
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.0561202432155252,4.224480972862101,0.25,0.75,0.001408160324287367,7.410952993091773e-05,0.07410952993091773,C2/c,15,8,MnF3
Ga,69.723,187.0,1.81,5.999,0.3,50.0,3.576517487318624,4.768689983091499,0.75,0.25,0.014306069949274497,0.0002994492923654196,0.2994492923654196,Fm-3m,225,4,Mn3Ga
As,74.92159,185.0,2.18,9.815,0.81,30.0,4.722109753807187,6.296146338409583,0.75,0.25,0.01888843901522875,0.00031299964786460853,0.31299964786460854,Cmcm,63,8,Mn3As
Si,28.085,210.0,1.9,8.152,1.385,37.3,3.8358719437058917,5.3702207211882484,0.7142857142857143,0.2857142857142857,0.013425551802970621,0.00033087349072789406,0.33087349072789407,P4_12_12,92,56,Mn5Si2
O,15.999,152.0,3.44,13.618,1.461,5.3,2.1519598410283876,5.379899602570969,0.4,0.6,0.0035865997350473127,0.0002059796250820112,0.2059796250820112,Pbca,61,80,Mn2O3
Ga,69.723,187.0,1.81,5.999,0.3,50.0,3.351936314576625,4.4692484194355,0.75,0.25,0.0134077452583065,0.0002797627630196691,0.2797627630196691,P6_3/mmc,194,8,Mn3Ga
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.213755665117027,4.855022660468108,0.25,0.75,0.0016183408868227025,0.00010495971598373002,0.10495971598373002,P6_322,182,24,MnF3
B,10.81,192.0,2.04,8.298,0.277,20.5,2.8792125516136426,6.718162620431833,0.42857142857142855,0.5714285714285714,0.005038621965323875,0.0003534425031064254,0.35344250310642544,Immm,71,7,Mn3B4
Br,79.9,183.0,2.96,11.814,3.365,21.0,3.1263865082454916,9.379159524736474,0.3333333333333333,0.6666666666666666,0.004689579762368237,0.00011395277142265339,0.11395277142265339,Fd-3m,227,12,MnBr2
O,15.999,152.0,3.44,13.618,1.461,5.3,2.810055251277072,6.556795586313168,0.42857142857142855,0.5714285714285714,0.004917596689734876,0.0002647883428637108,0.2647883428637108,Pbcm,57,28,Mn3O4
O,15.999,152.0,3.44,13.618,1.461,5.3,0.16427855365381247,0.7392534914421561,0.2222222222222222,0.7777777777777778,0.00021121528326918746,9.488100596030525e-06,0.009488100596030525,P2_1/c,14,72,Mn2O7
Be,9.012183,153.0,1.57,9.323,,37.74,8.352628028396499,108.5841643691545,0.07692307692307693,0.9230769230769231,0.009048680364096208,0.001010746566540445,1.0107465665404451,I4/mmm,139,13,MnBe12
P,30.973762,180.0,2.19,10.487,0.746,25.0,2.343504411670417,11.717522058352086,0.2,0.8,0.0029293805145880216,0.0001623333505654993,0.1623333505654993,P-1,2,30,MnP4
O,15.999,152.0,3.44,13.618,1.461,5.3,1.05392213148785,3.1617663944635503,0.3333333333333333,0.6666666666666666,0.0015808831972317751,9.719652528875727e-05,0.09719652528875727,R-3m,166,6,MnO2
O,15.999,152.0,3.44,13.618,1.461,5.3,1.6518351186683424,3.303670237336685,0.5,0.5,0.003303670237336685,6.590352408115558e-05,0.06590352408115559,P3m1,156,2,MnO
Co,58.93319,192.0,1.88,7.881,0.661,55.0,3.409801149148,4.546401532197334,0.75,0.25,0.013639204596592,0.0002641040175983823,0.2641040175983823,Cmcm,63,8,Mn3Co
Pt,195.08,209.0,2.28,9.0,2.128,48.0,9.235794833380426,36.943179333521705,0.25,0.75,0.012314393111173902,0.0006175650941538117,0.6175650941538118,Pm-3m,221,4,MnPt3
S,32.07,180.0,2.58,10.36,2.077,19.4,2.8694231978006624,3.82589759706755,0.75,0.25,0.01147769279120265,0.00025047913603345806,0.25047913603345806,Pm-3m,221,4,Mn3S
O,15.999,152.0,3.44,13.618,1.461,5.3,1.0597124644558333,3.1791373933675002,0.3333333333333333,0.6666666666666666,0.0015895686966837502,9.812049076650091e-05,0.09812049076650091,R-3m,166,3,MnO2
O,15.999,152.0,3.44,13.618,1.461,5.3,2.591326278568612,5.182652557137224,0.5,0.5,0.005182652557137225,0.0001913847472389962,0.1913847472389962,P6_3mc,186,4,MnO
Se,78.97,190.0,2.55,9.752,2.021,28.9,9.759846638083975,19.51969327616795,0.5,0.5,0.01951969327616795,0.00037591254249478846,0.37591254249478845,P6_3mc,186,4,MnSe
O,15.999,152.0,3.44,13.618,1.461,5.3,1.0456494397394749,3.136948319218425,0.3333333333333333,0.6666666666666666,0.0015684741596092124,9.657431613086976e-05,0.09657431613086977,Fd-3m,227,12,MnO2
Te,127.6,206.0,2.1,9.01,1.971,38.0,3.4362689782323748,6.8725379564647495,0.5,0.5,0.006872537956464749,0.00010585887764349948,0.10585887764349948,F-43m,216,2,MnTe
S,32.07,180.0,2.58,10.36,2.077,19.4,3.7853439196390863,7.570687839278173,0.5,0.5,0.0075706878392781726,0.00021966124138642873,0.21966124138642873,R-3m,166,4,MnS
Ga,69.723,187.0,1.81,5.999,0.3,50.0,7.923094313025278,46.218050159314124,0.17142857142857143,0.8285714285714286,0.009562355205375335,0.00046765464772586043,0.4676546477258604,P-1,2,70,Mn6Ga29
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.622700186061968,5.6794506512168885,0.2857142857142857,0.7142857142857143,0.0022717802604867556,0.0001368703201182309,0.1368703201182309,C2/c,15,14,Mn2F5
As,74.92159,185.0,2.18,9.815,0.81,30.0,3.953270484353808,6.703371690860805,0.5897435897435898,0.41025641025641024,0.009636096805612407,0.00027014649301883043,0.2701464930188304,P1,1,39,Mn23As16
Ge,72.63,211.0,2.01,7.9,1.35,40.0,4.050479295123375,5.4006390601645,0.75,0.25,0.0162019171804935,0.00033401416333607664,0.33401416333607664,P6_3/mmc,194,8,Mn3Ge
O,15.999,152.0,3.44,13.618,1.461,5.3,2.0717825215035126,5.179456303758781,0.4,0.6,0.0034529708691725205,0.00018655382999497924,0.18655382999497924,Pbca,61,80,Mn2O3
P,30.973762,180.0,2.19,10.487,0.746,25.0,3.642400813808031,4.856534418410708,0.75,0.25,0.014569603255232124,0.0002811683892561104,0.28116838925611043,I-4,82,16,Mn3P
Ni,58.693,163.0,1.91,7.64,1.156,49.0,3.8187071579727,7.6374143159454,0.5,0.5,0.0076374143159454,0.00030828008740683326,0.30828008740683327,P4/mmm,123,2,MnNi
Al,26.981538,184.0,1.61,5.986,0.441,57.8,7.692636103319677,53.84845272323774,0.14285714285714285,0.8571428571428571,0.008974742120539623,0.0005162530226947188,0.5162530226947187,Cmcm,63,14,MnAl6
P,30.973762,180.0,2.19,10.487,0.746,25.0,3.455913056486611,5.183869584729917,0.6666666666666666,0.3333333333333333,0.010367739169459834,0.00030031095709288447,0.30031095709288447,P-62m,189,9,Mn2P
O,15.999,152.0,3.44,13.618,1.461,5.3,1.307852360460042,3.923557081380126,0.3333333333333333,0.6666666666666666,0.001961778540690063,0.000131260554790233,0.131260554790233,P6_3mc,186,24,MnO2
O,15.999,152.0,3.44,13.618,1.461,5.3,1.8281426290077816,4.570356572519454,0.4,0.6,0.003046904381679636,0.00015491107525804774,0.15491107525804773,P4_12_12,92,160,Mn2O3
O,15.999,152.0,3.44,13.618,1.461,5.3,1.133279434001033,3.291906927336334,0.3442622950819672,0.6557377049180327,0.0017282511368515753,9.635081386699948e-05,0.09635081386699948,I-4,82,61,Mn21O40
Co,58.93319,192.0,1.88,7.881,0.661,55.0,3.1187175932173754,6.237435186434751,0.5,0.5,0.006237435186434751,0.00026842734565435405,0.26842734565435405,Pm-3m,221,2,MnCo
Sb,121.76,206.0,2.05,8.64,1.07,43.0,4.622973920758075,9.24594784151615,0.5,0.5,0.009245947841516151,0.00021172324902020613,0.21172324902020612,Fm-3m,225,2,MnSb
Sb,121.76,206.0,2.05,8.64,1.07,43.0,3.961181460564675,5.2815752807529,0.75,0.25,0.0158447258422587,0.0002951523574077159,0.2951523574077159,Fm-3m,225,4,Mn3Sb
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.8533558583850164,4.266779291925082,0.2,0.8,0.0010666948229812706,6.813711333230701e-05,0.06813711333230701,R-3c,167,30,MnF4
P,30.973762,180.0,2.19,10.487,0.746,25.0,2.3402551785466876,11.701275892733438,0.2,0.8,0.0029253189731833595,0.00016287079759625772,0.16287079759625772,C2/c,15,40,MnP4
O,15.999,152.0,3.44,13.618,1.461,5.3,1.269144136236979,3.807432408710937,0.3333333333333333,0.6666666666666666,0.0019037162043554685,0.00010446777808407131,0.1044677780840713,R3m,160,12,MnO2
O,15.999,152.0,3.44,13.618,1.461,5.3,2.054349515195837,5.135873787989593,0.4,0.6,0.0034239158586597284,0.00018254477851177995,0.18254477851177994,Pna2_1,33,40,Mn2O3
Sb,121.76,206.0,2.05,8.64,1.07,43.0,4.091660332136038,5.455547109514717,0.75,0.25,0.01636664132854415,0.00029514037736750616,0.29514037736750615,Pm-3m,221,4,Mn3Sb
O,15.999,152.0,3.44,13.618,1.461,5.3,0.9753041443790638,3.0559529857210666,0.3191489361702128,0.6808510638297872,0.00143247796205675,8.219323548988881e-05,0.08219323548988881,C2/m,12,47,Mn15O32
Si,28.085,210.0,1.9,8.152,1.385,37.3,3.6316913432951243,4.842255124393499,0.75,0.25,0.014526765373180497,0.0003280251251096281,0.32802512510962806,P4/mmm,123,4,Mn3Si
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.833404759199444,3.333619036797776,0.25,0.75,0.0011112063455992586,5.8205150981930276e-05,0.05820515098193028,P2_1/m,11,16,MnF3
Te,127.6,206.0,2.1,9.01,1.971,38.0,4.3629269307447816,8.725853861489563,0.5,0.5,0.008725853861489562,0.0001942436224174129,0.1942436224174129,Pnma,62,8,MnTe
P,30.973762,180.0,2.19,10.487,0.746,25.0,2.6890184135988,13.445092067994,0.2,0.8,0.0033612730169985,0.00018002127665069548,0.18002127665069548,P2_1/c,14,30,MnP4
B,10.81,192.0,2.04,8.298,0.277,20.5,2.26766274423635,6.802988232709049,0.3333333333333333,0.6666666666666666,0.0034014941163545247,0.0002836869978820774,0.28368699788207735,P6/mmm,191,3,MnB2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.0023219589349366,4.343395155384725,0.23076923076923078,0.7692307692307693,0.0013030185466154174,6.392422972050391e-05,0.0639242297205039,P-1,2,26,Mn3F10
Au,196.96657,166.0,2.54,9.226,2.309,36.06,9.371023877837711,37.484095511350844,0.25,0.75,0.012494698503783616,0.0005294040545357209,0.5294040545357209,R-3m,166,4,MnAu3
O,15.999,152.0,3.44,13.618,1.461,5.3,1.3630117780004933,5.452047112001973,0.25,0.75,0.0018173490373339912,0.00011716533894614769,0.11716533894614768,Imma,74,8,MnO3
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.8792295313912282,3.5169181255649127,0.25,0.75,0.0011723060418549708,6.462799376226175e-05,0.06462799376226175,P2_1/m,11,16,MnF3
N,14.007,155.0,3.04,14.534,,7.4,2.546465727721137,5.092931455442274,0.5,0.5,0.005092931455442274,0.00025587880047333987,0.2558788004733399,P6_3mc,186,4,MnN
U,238.0289,240.0,1.38,6.194,,180.0,4.321001059170835,6.481501588756252,0.6666666666666666,0.6666666666666666,0.006481501588756253,0.00030270559283897703,0.302705592838977,Imma,74,6,UMn2
Au,196.96657,166.0,2.54,9.226,2.309,36.06,11.009740239810066,33.0292207194302,0.3333333333333333,0.6666666666666666,0.0165146103597151,0.0006572177789245485,0.6572177789245486,I4/mmm,139,3,MnAu2
O,15.999,152.0,3.44,13.618,1.461,5.3,2.5813411580826,5.1626823161652,0.5,0.5,0.0051626823161652,0.00018546474212611288,0.18546474212611289,Cmc2_1,36,8,MnO
V,50.9415,179.0,1.63,6.746,0.525,87.0,2.271736556582875,9.0869462263315,0.25,0.75,0.0030289820754438334,0.00018396853025150802,0.18396853025150803,Fm-3m,225,4,MnV3
Sb,121.76,206.0,2.05,8.64,1.07,43.0,3.8927842518821363,6.117232395814786,0.6363636363636364,0.36363636363636365,0.010705156692675875,0.00022972399471528498,0.22972399471528498,P-6m2,187,11,Mn7Sb4
P,30.973762,180.0,2.19,10.487,0.746,25.0,2.342623480366699,11.713117401833495,0.2,0.8,0.002928279350458374,0.0001621963028896205,0.1621963028896205,P-1,2,10,MnP4
Ge,72.63,211.0,2.01,7.9,1.35,40.0,3.8552421119583666,11.5657263358751,0.3333333333333333,0.6666666666666666,0.00578286316793755,0.0002574473249038176,0.2574473249038176,I4/mcm,140,6,MnGe2
Al,26.981538,184.0,1.61,5.986,0.441,57.8,2.465958246357501,4.931916492715002,0.5,0.5,0.004931916492715002,0.0001925211100692555,0.19252111006925549,Pm-3m,221,2,MnAl
P,30.973762,180.0,2.19,10.487,0.746,25.0,3.132177130397813,6.264354260795626,0.5,0.5,0.006264354260795626,0.00026062989176165125,0.26062989176165124,Pnma,62,8,MnP
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,6.881507356330977,13.763014712661954,0.5,0.5,0.013763014712661954,0.0004959816086233365,0.49598160862333646,Pm-3m,221,2,MnRh
Ge,72.63,211.0,2.01,7.9,1.35,40.0,4.824234759079071,6.7539286627107,0.7142857142857143,0.2857142857142857,0.01688482165677675,0.00037143940921977584,0.37143940921977586,Ibam,72,14,Mn5Ge2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.3295998804023967,5.318399521609587,0.25,0.75,0.0017727998405365289,0.00010647157826573982,0.10647157826573982,Pnma,62,16,MnF3
O,15.999,152.0,3.44,13.618,1.461,5.3,1.0919168561474584,3.2757505684423753,0.3333333333333333,0.6666666666666666,0.0016378752842211876,9.361953538161037e-05,0.09361953538161037,P1,1,36,MnO2
Al,26.981538,184.0,1.61,5.986,0.441,57.8,3.1156418557805,4.154189141040667,0.75,0.25,0.012462567423122,0.0002669181384038705,0.2669181384038705,Fm-3m,225,4,Mn3Al
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.0013375579877937,4.005350231951175,0.25,0.75,0.001335116743983725,6.844035293165385e-05,0.06844035293165385,Pbam,55,8,MnF3
O,15.999,152.0,3.44,13.618,1.461,5.3,1.5117408131593395,3.5273952307051255,0.42857142857142855,0.5714285714285714,0.002645546423028844,0.00010258453062494607,0.10258453062494607,Pbcm,57,28,Mn3O4
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.7857540643298624,5.357262192989587,0.3333333333333333,0.6666666666666666,0.002678631096494794,0.00013938309098626432,0.1393830909862643,Pbcn,60,12,MnF2
Ga,69.723,187.0,1.81,5.999,0.3,50.0,3.37876190106065,6.7575238021213,0.5,0.5,0.0067575238021213,0.00025030609033538126,0.25030609033538126,P4/mmm,123,2,MnGa
S,32.07,180.0,2.58,10.36,2.077,19.4,2.600072924195015,6.500182310487537,0.4,0.6,0.004333454873658358,0.0001441523833019675,0.1441523833019675,R-3c,167,10,Mn2S3
Se,78.97,190.0,2.55,9.752,2.021,28.9,9.915041005675697,19.830082011351394,0.5,0.5,0.019830082011351394,0.00038210424955519766,0.3821042495551977,F-43m,216,2,MnSe
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.1337558193382251,4.5350232773529005,0.25,0.75,0.0015116744257843001,9.274759088190041e-05,0.09274759088190042,P321,150,24,MnF3
O,15.999,152.0,3.44,13.618,1.461,5.3,2.630396442815981,6.575991107039953,0.4,0.6,0.004383994071359969,0.0002510142403087352,0.2510142403087352,R-3,148,80,Mn2O3
Zn,65.4,139.0,1.65,9.394,,38.67,3.659177781796912,14.636711127187649,0.25,0.75,0.0048789037090625495,0.0002597638057147102,0.2597638057147102,P-6m2,187,4,MnZn3
Nb,92.90637,207.0,1.6,6.759,0.893,98.0,7.357050682622001,11.035576023933002,0.6666666666666666,0.3333333333333333,0.022071152047866003,0.0004960599228044874,0.4960599228044874,P-6m2,187,12,Mn2Nb
Ge,72.63,211.0,2.01,7.9,1.35,40.0,3.917886855576107,5.48504159780655,0.7142857142857143,0.2857142857142857,0.013712603994516376,0.00031187768441937774,0.31187768441937774,P6_3cm,185,42,Mn5Ge2
Zr,91.22,186.0,1.33,6.634,0.426,112.0,3.323483980952333,4.985225971428499,0.6666666666666666,0.6666666666666666,0.0049852259714284995,0.00019348310240075884,0.19348310240075883,P6_3/mmc,194,12,ZrMn2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.0651473203004374,4.260589281201749,0.25,0.75,0.0014201964270672501,6.994679552066323e-05,0.06994679552066323,P4/mbm,127,40,MnF3
N,14.007,155.0,3.04,14.534,,7.4,2.005802097945429,4.680204895206001,0.42857142857142855,0.5714285714285714,0.003510153671404501,0.00020192129421166104,0.20192129421166102,P6_3/m,176,14,Mn3N4
Pd,106.42,202.0,2.2,8.337,0.557,26.14,9.151044936192564,36.604179744770256,0.25,0.75,0.012201393248256752,0.0006117216869489866,0.6117216869489865,I4/mmm,139,8,MnPd3
O,15.999,152.0,3.44,13.618,1.461,5.3,1.3661474833577152,3.5519834567300594,0.38461538461538464,0.6153846153846154,0.0022199896604562872,0.00011121966223854653,0.11121966223854653,R-3m,166,13,Mn5O8
O,15.999,152.0,3.44,13.618,1.461,5.3,1.6678156103568806,4.33632058692789,0.38461538461538464,0.6153846153846154,0.0027102003668299313,0.0001598250688924677,0.1598250688924677,C2/m,12,13,Mn5O8
O,15.999,152.0,3.44,13.618,1.461,5.3,1.5505497724032782,4.651649317209834,0.3333333333333333,0.6666666666666666,0.0023258246586049173,0.00016115765515689452,0.1611576551568945,Cm,8,18,MnO2
Ir,192.22,202.0,2.2,9.1,1.565,54.0,5.366130302387813,7.1548404031837505,0.75,0.25,0.02146452120955125,0.00039372053317739315,0.39372053317739314,Pm,6,8,Mn3Ir
Ru,101.1,207.0,2.2,7.361,1.05,72.0,9.509707880873,38.038831523492,0.25,0.75,0.012679610507830667,0.0007025959250295775,0.7025959250295776,P6_3/mmc,194,8,MnRu3
Al,26.981538,184.0,1.61,5.986,0.441,57.8,6.039146293176192,78.5089018112905,0.07692307692307693,0.9230769230769231,0.006542408484274208,0.00038683039855844965,0.38683039855844964,Im-3,204,13,MnAl12
O,15.999,152.0,3.44,13.618,1.461,5.3,2.0284956248116703,5.071239062029175,0.4,0.6,0.0033808260413527836,0.00018719871325894742,0.1871987132589474,C2/c,15,10,Mn2O3
O,15.999,152.0,3.44,13.618,1.461,5.3,1.43500152840585,3.587503821014625,0.4,0.6,0.00239166921400975,7.390351256118364e-05,0.07390351256118365,I2_13,199,40,Mn2O3
O,15.999,152.0,3.44,13.618,1.461,5.3,1.3860973352907244,4.158292005872173,0.3333333333333333,0.6666666666666666,0.0020791460029360867,0.00013895703692655458,0.1389570369265546,Pnma,62,12,MnO2
Ti,47.867,187.0,1.54,6.828,0.079,100.0,2.7785624066352086,4.167843609952813,0.6666666666666666,0.6666666666666666,0.004167843609952813,0.00019268497615525994,0.19268497615525992,P6_3/mmc,194,12,TiMn2
O,15.999,152.0,3.44,13.618,1.461,5.3,1.615720722217982,3.7700150185086247,0.42857142857142855,0.5714285714285714,0.0028275112638814683,0.00011152861842965309,0.11152861842965309,Pm,6,28,Mn3O4
Pd,106.42,202.0,2.2,8.337,0.557,26.14,9.24291265115125,21.126657488345714,0.4375,0.5625,0.016431844713157777,0.0006836302148477645,0.6836302148477645,I4/mmm,139,16,Mn7Pd9
N,14.007,155.0,3.04,14.534,,7.4,2.8011911530935496,4.201786729640324,0.6666666666666666,0.3333333333333333,0.00840357345928065,0.00027637795258706057,0.27637795258706055,P-3m1,164,3,Mn2N
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.7866398252459651,3.9331991262298254,0.2,0.8,0.0009832997815574563,6.830296461546494e-05,0.06830296461546494,P2_1/c,14,10,MnF4
O,15.999,152.0,3.44,13.618,1.461,5.3,2.209672182698104,5.3032132384754505,0.4166666666666667,0.5833333333333334,0.003788009456053893,0.00017979567353479845,0.17979567353479844,Cmcm,63,24,Mn5O7
