Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Reduced Formula
Mg,24.305,173.0,1.31,7.646,,71.2,9.732856056302465,38.93142422520986,0.25,0.25,0.03893142422520986,0.0005109088736440732,0.5109088736440732,Imm2,44,4,Mg3Cu
I,126.9045,198.0,2.66,10.451,3.059,32.9,2.15555926215995,4.3111185243199,0.5,0.5,0.0043111185243199,7.86672040715091e-05,0.07866720407150911,P4/nmm,129,4,CuI
S,32.07,180.0,2.58,10.36,2.077,19.4,1.4524823924206502,4.3574471772619505,0.3333333333333333,0.6666666666666666,0.002178723588630975,7.267744053725152e-05,0.07267744053725152,C2,5,3,CuS2
La,138.9055,240.0,1.1,5.577,0.5,215.0,12.426418744209869,15.533023430262336,0.8,0.8,0.015533023430262336,0.000751758317783313,0.7517583177833129,I-4m2,119,45,LaCu4
O,15.999,152.0,3.44,13.618,1.461,5.3,2.4162813584517497,4.8325627169034995,0.5,0.5,0.0048325627169034996,0.00018495249883720126,0.18495249883720125,P4_2/nmc,137,32,CuO
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.396161677745944,6.982139135243559,0.6296296296296297,0.37037037037037035,0.01186963652991405,0.0002495264675992631,0.24952646759926309,Cm,8,27,Cu17Se10
Te,127.6,206.0,2.1,9.01,1.971,38.0,4.488607124156869,7.481011873594783,0.6,0.4,0.011221517810392174,0.00022959249801183406,0.22959249801183407,P4mm,99,5,Cu3Te2
Gd,157.25,237.0,1.2,6.15,,158.0,10.8447612883785,12.65222150310825,0.8571428571428571,0.8571428571428571,0.01265222150310825,0.0007492630666961462,0.7492630666961463,Pnma,62,28,GdCu6
Zr,91.22,186.0,1.33,6.634,0.426,112.0,17.27552785632242,51.82658356896726,0.3333333333333333,0.3333333333333333,0.05182658356896726,0.000887188164656527,0.8871881646565271,C2/m,12,6,Zr2Cu
Tb,158.92535,221.0,,5.864,,170.0,15.203131751877603,19.169166121932633,0.7931034482758621,0.7931034482758621,0.019169166121932632,0.00100629436868518,1.00629436868518,Fm-3m,225,29,Tb6Cu23
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.5458209721155349,1.6374629163466046,0.3333333333333333,0.6666666666666666,0.0008187314581733023,3.2330965449015984e-05,0.03233096544901599,P4/mmm,123,3,CuF2
I,126.9045,198.0,2.66,10.451,3.059,32.9,1.4363193735590283,3.1419486296603747,0.45714285714285713,0.5428571428571428,0.0026458514776087363,4.818212563479554e-05,0.04818212563479554,Cm,8,35,Cu16I19
S,32.07,180.0,2.58,10.36,2.077,19.4,4.626804759011887,6.940207138517831,0.6666666666666666,0.3333333333333333,0.013880414277035662,0.00031818040035535644,0.31818040035535644,P4_32_12,96,12,Cu2S
F,18.99840316,135.0,3.98,17.423,3.339,3.74,5.672063180987588,7.562750907983451,0.75,0.25,0.022688252723950354,0.000472227231773665,0.472227231773665,P6_3/mmc,194,8,Cu3F
Hf,178.49,212.0,1.3,6.825,,103.0,9.457180161339714,12.609573548452953,0.75,0.75,0.012609573548452954,0.000665173887683613,0.6651738876836131,Fm-3m,225,4,HfCu3
Au,196.96657,166.0,2.54,9.226,2.309,36.06,10.3516959454319,41.4067837817276,0.25,0.75,0.013802261260575864,0.0006399526269318335,0.6399526269318335,I4/mmm,139,4,CuAu3
Pd,106.42,202.0,2.2,8.337,0.557,26.14,15.395550406187628,20.5274005415835,0.75,0.25,0.06158220162475051,0.0012033375879949414,1.2033375879949415,P4mm,99,28,Cu3Pd
Te,127.6,206.0,2.1,9.01,1.971,38.0,3.9560118511755125,7.912023702351025,0.5,0.5,0.007912023702351025,0.00019076232866311742,0.19076232866311743,Pmmn,59,4,CuTe
Mg,24.305,173.0,1.31,7.646,,71.2,11.283827372114033,180.54123795382452,0.0625,0.0625,0.1805412379538245,0.0005272369923673296,0.5272369923673297,P-6m2,187,16,Mg15Cu
As,74.92159,185.0,2.18,9.815,0.81,30.0,7.558969109664974,10.078625479553299,0.75,0.25,0.0302358764386599,0.000590335115864749,0.590335115864749,P6_3/mmc,194,8,Cu3As
S,32.07,180.0,2.58,10.36,2.077,19.4,2.3980950633430838,4.7961901266861675,0.5,0.5,0.004796190126686167,0.00014336096329211037,0.14336096329211037,P6_3/mmc,194,12,CuS
Mg,24.305,173.0,1.31,7.646,,71.2,10.020574851413864,13.360766468551818,0.75,0.75,0.013360766468551818,0.0007777931957314251,0.7777931957314251,I4/mmm,139,4,MgCu3
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.0,0.0,0.42424242424242425,0.5757575757575758,0.0,0.0,0.0,Cm,8,33,Cu14I19
N,14.007,155.0,3.04,14.534,,7.4,3.0795762192641627,6.159152438528325,0.5,0.5,0.006159152438528326,0.0002792564250859202,0.2792564250859202,C2/m,12,4,CuN
Se,78.97,190.0,2.55,9.752,2.021,28.9,5.474682094551884,8.212023141827826,0.6666666666666666,0.3333333333333333,0.016424046283655652,0.00033635891033390297,0.33635891033390297,Fm-3m,225,3,Cu2Se
Ni,58.693,163.0,1.91,7.64,1.156,49.0,9.347993131001212,12.46399084133495,0.75,0.25,0.03739197252400485,0.0008361074065395812,0.8361074065395812,Cmmm,65,4,Cu3Ni
Te,127.6,206.0,2.1,9.01,1.971,38.0,3.3619009420647297,10.08570282619419,0.3333333333333333,0.6666666666666666,0.005042851413097095,0.00013791145913098163,0.13791145913098163,Pa-3,205,12,CuTe2
Se,78.97,190.0,2.55,9.752,2.021,28.9,3.9779142266621648,6.187866574807812,0.6428571428571429,0.35714285714285715,0.011138159834654061,0.0002233717921401881,0.2233717921401881,C2,5,14,Cu9Se5
Sc,44.95591,211.0,1.36,6.561,0.188,97.0,11.7788811317384,15.705174842317867,0.75,0.75,0.015705174842317867,0.0008469438118314842,0.8469438118314842,I4/mmm,139,4,ScCu3
Te,127.6,206.0,2.1,9.01,1.971,38.0,4.335508787494909,6.503263181242363,0.6666666666666666,0.3333333333333333,0.013006526362484725,0.0001902376540655305,0.1902376540655305,P6/mmm,191,6,Cu2Te
Zr,91.22,186.0,1.33,6.634,0.426,112.0,4.1910157695975,8.382031539195,0.5,0.5,0.008382031539195,0.00024357436637947562,0.24357436637947563,Pm-3m,221,2,ZrCu
In,114.818,193.0,1.78,5.786,0.3,65.0,6.937334542059768,27.74933816823907,0.25,0.25,0.02774933816823907,0.0002913299610303381,0.2913299610303381,P6_3/mmc,194,8,In3Cu
Ga,69.723,187.0,1.81,5.999,0.3,50.0,10.310813708927984,15.466220563391976,0.6666666666666666,0.6666666666666666,0.015466220563391976,0.0007834698199307663,0.7834698199307663,Cmmm,65,3,GaCu2
Se,78.97,190.0,2.55,9.752,2.021,28.9,2.391362172540127,4.878378831981859,0.49019607843137253,0.5098039215686274,0.004690748876905634,0.00011719095803471842,0.11719095803471842,Pm,6,153,Cu25Se26
S,32.07,180.0,2.58,10.36,2.077,19.4,2.510692685141171,7.532078055423512,0.3333333333333333,0.6666666666666666,0.003766039027711756,0.0001560878066143737,0.1560878066143737,Pa-3,205,12,CuS2
N,14.007,155.0,3.04,14.534,,7.4,4.53048499706995,6.040646662759933,0.75,0.25,0.0181219399882798,0.00032645360630144507,0.3264536063014451,Pm-3m,221,4,Cu3N
Pd,106.42,202.0,2.2,8.337,0.557,26.14,12.143530166611075,15.179412708263845,0.8,0.2,0.06071765083305538,0.0009936778993444345,0.9936778993444345,P4_2/m,84,20,Cu4Pd
Ce,140.116,235.0,1.12,5.539,0.5,205.0,6.907382271369964,8.058612649931623,0.8571428571428571,0.8571428571428571,0.008058612649931624,0.00047301158211535593,0.47301158211535593,Pnma,62,28,CeCu6
I,126.9045,198.0,2.66,10.451,3.059,32.9,2.875250627962323,5.750501255924646,0.5,0.5,0.005750501255924646,0.0001226383513418757,0.1226383513418757,Fm-3m,225,2,CuI
Pd,106.42,202.0,2.2,8.337,0.557,26.14,17.22368327102685,34.4473665420537,0.5,0.5,0.0344473665420537,0.0012845570082117023,1.2845570082117024,R-3m,166,2,CuPd
O,15.999,152.0,3.44,13.618,1.461,5.3,0.4912793186219166,1.4738379558657497,0.3333333333333333,0.6666666666666666,0.0007369189779328749,2.5722437019627902e-05,0.0257224370196279,Fmmm,69,3,CuO2
N,14.007,155.0,3.04,14.534,,7.4,5.567250471947347,7.237425613531551,0.7692307692307693,0.23076923076923078,0.02412475204510517,0.00042963388526737726,0.4296338852673773,P-3m1,164,13,Cu10N3
S,32.07,180.0,2.58,10.36,2.077,19.4,1.6554213028440965,4.665278217106091,0.3548387096774194,0.6451612903225806,0.00256590301940835,7.856799033481709e-05,0.0785679903348171,R3m,160,31,Cu11S20
Sb,121.76,206.0,2.05,8.64,1.07,43.0,5.670334087610038,7.560445450146718,0.75,0.25,0.022681336350440152,0.0003494947109659681,0.3494947109659681,P-6m2,187,4,Cu3Sb
Te,127.6,206.0,2.1,9.01,1.971,38.0,4.056620236491463,8.113240472982927,0.5,0.5,0.008113240472982926,0.00019744482611104854,0.19744482611104852,Pmmn,59,4,CuTe
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.265240554466096,6.890003972599077,0.6190476190476191,0.38095238095238093,0.0111962564554735,0.00023866855560470603,0.23866855560470604,F-43m,216,21,Cu13Se8
Zn,65.4,139.0,1.65,9.394,,38.67,9.949167533604074,13.2655567114721,0.75,0.75,0.0132655567114721,0.0008325007744068019,0.8325007744068019,R-3m,166,4,ZnCu3
Zn,65.4,139.0,1.65,9.394,,38.67,9.736080392823718,14.604120589235576,0.6666666666666666,0.6666666666666666,0.014604120589235575,0.0008027214269454914,0.8027214269454914,P-3m1,164,3,ZnCu2
Fe,55.84,194.0,1.83,7.902,0.163,62.0,3.7939787829824496,15.175915131929798,0.25,0.25,0.015175915131929799,0.00034270841501760947,0.34270841501760946,Fm-3m,225,4,Fe3Cu
Ge,72.63,211.0,2.01,7.9,1.35,40.0,9.917363965059069,13.223151953412094,0.75,0.25,0.03966945586023628,0.0008026249646588548,0.8026249646588548,P6_3/mmc,194,8,Cu3Ge
Li,7.0,182.0,0.98,5.392,0.618,164.1125,13.982063827059013,18.642751769412016,0.75,0.75,0.018642751769412016,0.0012025771904089018,1.2025771904089018,Fm-3m,225,4,LiCu3
Er,167.26,235.0,1.24,6.108,,150.0,12.147655228386467,14.57718627406376,0.8333333333333334,0.8333333333333334,0.01457718627406376,0.0008778710785991108,0.8778710785991108,F-43m,216,6,ErCu5
O,15.999,152.0,3.44,13.618,1.461,5.3,1.354376488035932,3.1602118054171746,0.42857142857142855,0.5714285714285714,0.002370158854062881,0.00010337913998720187,0.10337913998720187,Fm-3m,225,14,Cu3O4
N,14.007,155.0,3.04,14.534,,7.4,4.831668291985344,6.442224389313792,0.75,0.25,0.019326673167941375,0.0003762552287571942,0.3762552287571942,P4/mmm,123,32,Cu3N
Zn,65.4,139.0,1.65,9.394,,38.67,10.02732407173785,13.369765428983799,0.75,0.75,0.013369765428983799,0.0008405912810456798,0.8405912810456798,P-6m2,187,4,ZnCu3
Cd,112.41,158.0,1.69,8.994,,46.0,9.104608294011333,13.656912441016999,0.6666666666666666,0.6666666666666666,0.013656912441017,0.0006348732448380831,0.634873244838083,P6_3/mmc,194,12,CdCu2
N,14.007,155.0,3.04,14.534,,7.4,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,Pnma,62,36,CuN8
Pu,244.0642,243.0,1.28,6.06,,145.0,13.53465414250715,20.301981213760726,0.6666666666666666,0.6666666666666666,0.020301981213760725,0.0007598935945871198,0.7598935945871198,Imma,74,6,PuCu2
Se,78.97,190.0,2.55,9.752,2.021,28.9,2.9602186786254374,5.920437357250875,0.5,0.5,0.0059204373572508745,0.00015193650154922812,0.15193650154922814,P6_3/mmc,194,12,CuSe
Sn,118.71,217.0,1.96,7.344,1.2,53.0,6.009546131668601,24.038184526674403,0.25,0.75,0.008012728175558134,0.00024591867679596625,0.24591867679596624,I4/mmm,139,4,CuSn3
N,14.007,155.0,3.04,14.534,,7.4,6.1176028447888,8.156803793051733,0.75,0.25,0.024470411379155198,0.0005496041772041167,0.5496041772041167,I4/mmm,139,4,Cu3N
Mg,24.305,173.0,1.31,7.646,,71.2,7.595003934522841,22.785011803568523,0.3333333333333333,0.3333333333333333,0.02278501180356852,0.00041276559824861243,0.4127655982486124,Ibam,72,6,Mg2Cu
Cl,35.45,175.0,3.16,12.968,3.617,14.6,6.877324516372537,9.16976602183005,0.75,0.25,0.02750929806549015,0.0004822733627116211,0.48227336271162113,Pm-3m,221,4,Cu3Cl
S,32.07,180.0,2.58,10.36,2.077,19.4,4.24524937906768,7.0754156317794665,0.6,0.4,0.010613123447669199,0.0002966522916378693,0.29665229163786927,P-4m2,115,5,Cu3S2
O,15.999,152.0,3.44,13.618,1.461,5.3,1.1067203343834249,2.2134406687668498,0.5,0.5,0.0022134406687668497,6.253459754100266e-05,0.06253459754100266,I4/mmm,139,8,CuO
V,50.9415,179.0,1.63,6.746,0.525,87.0,18.17981882969125,72.719275318765,0.25,0.25,0.072719275318765,0.001403602444822383,1.403602444822383,I4/mmm,139,4,V3Cu
In,114.818,193.0,1.78,5.786,0.3,65.0,11.239010740164707,14.985347653552942,0.75,0.75,0.014985347653552942,0.0008115071258644837,0.8115071258644837,P6_3/mmc,194,8,InCu3
S,32.07,180.0,2.58,10.36,2.077,19.4,4.031409430845726,8.062818861691452,0.5,0.5,0.008062818861691452,0.0002775487180367834,0.27754871803678344,Fm-3m,225,2,CuS
Fe,55.84,194.0,1.83,7.902,0.163,62.0,9.61297631320551,12.016220391506886,0.8,0.8,0.012016220391506887,0.0008133499887120115,0.8133499887120115,R-3m,166,5,FeCu4
Ag,107.868,172.0,1.93,7.576,1.302,55.0,11.811943141660063,15.749257522213417,0.75,0.25,0.04724777256664025,0.000881147690388182,0.8811476903881821,I4/mmm,139,4,Cu3Ag
Ca,40.08,231.0,1.0,6.113,,160.8,12.797032690465777,25.594065380931553,0.5,0.5,0.025594065380931553,0.000541611786439159,0.541611786439159,P2_1/m,11,20,CaCu
As,74.92159,185.0,2.18,9.815,0.81,30.0,6.631697179580967,9.94754576937145,0.6666666666666666,0.3333333333333333,0.0198950915387429,0.000475270064922267,0.47527006492226703,P4/nmm,129,6,Cu2As
Sn,118.71,217.0,1.96,7.344,1.2,53.0,9.180254226411938,12.240338968549251,0.75,0.25,0.03672101690564775,0.0006287588631688122,0.6287588631688122,Cmcm,63,40,Cu3Sn
O,15.999,152.0,3.44,13.618,1.461,5.3,1.2228220173017,3.6684660519051,0.3333333333333333,0.6666666666666666,0.0018342330259525498,0.00010709186752362522,0.10709186752362522,R-3m,166,3,CuO2
C,12.011,170.0,2.55,11.26,1.263,11.3,0.40537265551291424,2.8376085885903994,0.14285714285714285,0.8571428571428571,0.0004729347647650666,2.304793620956728e-05,0.023047936209567278,Cmmm,65,7,CuC6
S,32.07,180.0,2.58,10.36,2.077,19.4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,P-4m2,115,3,CuS2
Ga,69.723,187.0,1.81,5.999,0.3,50.0,9.72993610596344,12.162420132454299,0.8,0.8,0.0121624201324543,0.0007680995464425186,0.7680995464425185,R-3m,166,5,GaCu4
Al,26.981538,184.0,1.61,5.986,0.441,57.8,7.191035754347483,21.57310726304245,0.3333333333333333,0.3333333333333333,0.02157310726304245,0.00044274407905028586,0.44274407905028584,P4/mmm,123,3,Al2Cu
Br,79.9,183.0,2.96,11.814,3.365,21.0,0.8076327396514851,2.4228982189544555,0.3333333333333333,0.6666666666666666,0.0012114491094772277,1.326783608442831e-05,0.01326783608442831,I4/mmm,139,3,CuBr2
I,126.9045,198.0,2.66,10.451,3.059,32.9,1.564398359777475,3.12879671955495,0.5,0.5,0.00312879671955495,5.741336538394807e-05,0.05741336538394807,P6_3mc,186,4,CuI
Yb,173.05,242.0,,6.254,,139.0,16.233243554742288,24.34986533211343,0.6666666666666666,0.6666666666666666,0.024349865332113432,0.0010245069229845418,1.0245069229845418,P6_3/mmc,194,12,YbCu2
Br,79.9,183.0,2.96,11.814,3.365,21.0,1.58146486510623,3.16292973021246,0.5,0.5,0.00316292973021246,6.818038119422677e-05,0.06818038119422677,I-4m2,119,2,CuBr
Sn,118.71,217.0,1.96,7.344,1.2,53.0,7.448861590445043,13.407950862801076,0.5555555555555556,0.4444444444444444,0.016759938578501346,0.00042604130805673566,0.4260413080567357,P2_1/c,14,36,Cu5Sn4
Mg,24.305,173.0,1.31,7.646,,71.2,8.967906545121238,35.87162618048495,0.25,0.25,0.03587162618048495,0.0004854546897051724,0.48545468970517236,Imm2,44,4,Mg3Cu
Ge,72.63,211.0,2.01,7.9,1.35,40.0,8.047211270029242,11.26609577804094,0.7142857142857143,0.2857142857142857,0.02816523944510235,0.0005716914800924754,0.5716914800924754,R-3m,166,7,Cu5Ge2
Si,28.085,210.0,1.9,8.152,1.385,37.3,8.290509170713882,11.054012227618509,0.75,0.25,0.03316203668285553,0.0007126695576024211,0.7126695576024211,P6_3/mmc,194,8,Cu3Si
Be,9.012183,153.0,1.57,9.323,,37.74,8.830586498712174,17.661172997424348,0.5,0.5,0.017661172997424347,0.000925298934457606,0.925298934457606,Pm-3m,221,2,BeCu
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.023610063116789,6.035415094675183,0.6666666666666666,0.3333333333333333,0.012070830189350366,0.00023582249676133585,0.23582249676133585,P2_1/c,14,144,Cu2Se
S,32.07,180.0,2.58,10.36,2.077,19.4,4.2449343306872045,6.367401496030808,0.6666666666666666,0.3333333333333333,0.012734802992061615,0.00028291755856138246,0.28291755856138245,P2_1/c,14,144,Cu2S
Cd,112.41,158.0,1.69,8.994,,46.0,8.015628678509087,10.687504904678782,0.75,0.75,0.010687504904678782,0.0005726173573630907,0.5726173573630907,Pm-3m,221,4,CdCu3
Ni,58.693,163.0,1.91,7.64,1.156,49.0,10.7709938060156,21.5419876120312,0.5,0.5,0.0215419876120312,0.0009931683717953467,0.9931683717953467,P-6m2,187,2,CuNi
I,126.9045,198.0,2.66,10.451,3.059,32.9,0.0,0.0,0.2,0.8,0.0,0.0,0.0,Cm,8,5,CuI4
O,15.999,152.0,3.44,13.618,1.461,5.3,2.1643728023830646,5.050203205560484,0.42857142857142855,0.5714285714285714,0.003787652404170363,0.00020384573626483466,0.20384573626483465,Ibam,72,14,Cu3O4
Lu,174.9667,221.0,1.27,5.426,,137.0,12.637483380291549,15.934218175150217,0.7931034482758621,0.7931034482758621,0.015934218175150217,0.000862388710616736,0.8623887106167359,Fm-3m,225,29,Lu6Cu23
Eu,151.964,233.0,,5.67,,184.0,21.190544947009247,42.381089894018494,0.5,0.5,0.042381089894018495,0.0008883109536643275,0.8883109536643276,Pm-3m,221,2,EuCu
Cl,35.45,175.0,3.16,12.968,3.617,14.6,1.5503569325635747,3.1007138651271493,0.5,0.5,0.0031007138651271493,8.056336434466308e-05,0.08056336434466307,P6_3mc,186,4,CuCl
Pr,140.90766,239.0,1.13,5.464,,216.0,12.827910624164714,14.965895728192166,0.8571428571428571,0.8571428571428571,0.014965895728192166,0.00087733013994833,0.87733013994833,Pnma,62,28,PrCu6
As,74.92159,185.0,2.18,9.815,0.81,30.0,7.669132726864722,11.07763616102682,0.6923076923076923,0.3076923076923077,0.024924681362310346,0.0005487680103096527,0.5487680103096527,P-43m,215,52,Cu9As4
Sn,118.71,217.0,1.96,7.344,1.2,53.0,9.232586681603095,12.002362686084023,0.7692307692307693,0.23076923076923078,0.04000787562028008,0.0006445849931417251,0.6445849931417251,P6_3,173,26,Cu10Sn3
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,5.151416243497574,10.302832486995149,0.5,0.5,0.010302832486995149,0.00024198062555486234,0.24198062555486236,P6_3/mmc,194,4,CuBi
B,10.81,192.0,2.04,8.298,0.277,20.5,2.688718235272083,16.132309411632498,0.16666666666666666,0.8333333333333334,0.003226461882326499,0.0002967092315261424,0.2967092315261424,Pbca,61,96,CuB5
B,10.81,192.0,2.04,8.298,0.277,20.5,2.571083049252448,15.426498295514689,0.16666666666666666,0.8333333333333334,0.0030852996591029377,0.00028345734729180396,0.28345734729180394,Pbca,61,96,CuB5
Fe,55.84,194.0,1.83,7.902,0.163,62.0,9.276670224345748,12.368893632460997,0.75,0.75,0.012368893632460997,0.0007710366043526933,0.7710366043526933,P6_3/mmc,194,8,FeCu3
Ag,107.868,172.0,1.93,7.576,1.302,55.0,8.472709564252671,33.890838257010685,0.25,0.75,0.011296946085670228,0.0005109122847586806,0.5109122847586806,P6_3/mmc,194,8,CuAg3
Te,127.6,206.0,2.1,9.01,1.971,38.0,7.4050681349552745,9.873424179940365,0.75,0.25,0.029620272539821097,0.0004818360032450816,0.4818360032450816,Pm-3m,221,4,Cu3Te
Al,26.981538,184.0,1.61,5.986,0.441,57.8,10.689700377319438,14.252933836425917,0.75,0.75,0.014252933836425917,0.0008893381683110983,0.8893381683110982,P6_3/mmc,194,8,AlCu3
In,114.818,193.0,1.78,5.786,0.3,65.0,10.413938168107356,15.042355131710625,0.6923076923076923,0.6923076923076923,0.015042355131710625,0.0006982137855438766,0.6982137855438766,P-43m,215,52,In4Cu9
In,114.818,193.0,1.78,5.786,0.3,65.0,10.18268964868585,18.513981179428818,0.55,0.55,0.018513981179428818,0.0006118496793931361,0.6118496793931361,P2/m,10,20,In9Cu11
Sn,118.71,217.0,1.96,7.344,1.2,53.0,6.329798981807313,25.319195927229252,0.25,0.75,0.008439731975743084,0.0002663591005308217,0.2663591005308217,P6_3/mmc,194,8,CuSn3
P,30.973762,180.0,2.19,10.487,0.746,25.0,6.492186667561896,8.656248890082528,0.75,0.25,0.025968746670247584,0.0005287349834303616,0.5287349834303615,P-3c1,165,24,Cu3P
N,14.007,155.0,3.04,14.534,,7.4,0.0,0.0,0.25,0.75,0.0,0.0,0.0,I4_1/a,88,16,CuN3
Au,196.96657,166.0,2.54,9.226,2.309,36.06,10.371265430334036,41.485061721336145,0.25,0.75,0.013828353907112048,0.0006419721521368968,0.6419721521368968,Pm-3m,221,4,CuAu3
N,14.007,155.0,3.04,14.534,,7.4,6.119675639019675,8.159567518692901,0.75,0.25,0.024478702556078702,0.0005761061626498574,0.5761061626498574,Pm-3m,221,4,Cu3N
P,30.973762,180.0,2.19,10.487,0.746,25.0,6.977362180819416,9.303149574425888,0.75,0.25,0.027909448723277663,0.0005587305684475381,0.5587305684475381,P-3c1,165,24,Cu3P
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.508374693951451,7.118486358870712,0.6333333333333333,0.36666666666666664,0.012295567347140322,0.0002590692085902671,0.2590692085902671,P1,1,30,Cu19Se11
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.891592148889034,7.337388223333551,0.6666666666666666,0.3333333333333333,0.014674776446667101,0.0003032684640194269,0.3032684640194269,F-43m,216,3,Cu2Se
I,126.9045,198.0,2.66,10.451,3.059,32.9,1.562642372178975,3.12528474435795,0.5,0.5,0.00312528474435795,5.740198080907865e-05,0.05740198080907865,R3m,160,8,CuI
Sb,121.76,206.0,2.05,8.64,1.07,43.0,8.616512955415512,11.488683940554017,0.75,0.25,0.03446605182166205,0.0005822207173173689,0.5822207173173689,Pm-3m,221,4,Cu3Sb
H,1.008,120.0,2.2,13.598,0.754,4.50711,5.621259953011225,11.24251990602245,0.5,0.5,0.01124251990602245,0.0006871039033823807,0.6871039033823807,P-3m1,164,4,CuH
Dy,162.5,229.0,1.22,5.939,,163.0,10.015876587929482,11.446716100490836,0.875,0.875,0.011446716100490835,0.0006934415502831356,0.6934415502831356,Pmmm,47,24,DyCu7
N,14.007,155.0,3.04,14.534,,7.4,6.272761281141726,8.363681708188968,0.75,0.25,0.025091045124566905,0.0005665720777536081,0.5665720777536081,Immm,71,4,Cu3N
Zr,91.22,186.0,1.33,6.634,0.426,112.0,17.897726013883013,71.59090405553205,0.25,0.25,0.07159090405553205,0.0008932387152932777,0.8932387152932777,Pm-3m,221,4,Zr3Cu
Sc,44.95591,211.0,1.36,6.561,0.188,97.0,11.055216114237576,14.740288152316767,0.75,0.75,0.014740288152316768,0.000792095768175141,0.792095768175141,Fm-3m,225,4,ScCu3
N,14.007,155.0,3.04,14.534,,7.4,0.0,0.0,0.25,0.75,0.0,0.0,0.0,I4_1/amd,141,16,CuN3
As,74.92159,185.0,2.18,9.815,0.81,30.0,7.245709025733125,9.660945367644166,0.75,0.25,0.028982836102932497,0.0005363388896228313,0.5363388896228313,P-3c1,165,24,Cu3As
As,74.92159,185.0,2.18,9.815,0.81,30.0,7.850903184302602,9.813628980378253,0.8,0.2,0.03925451592151301,0.000600041758729724,0.600041758729724,P2_13,198,20,Cu4As
Cd,112.41,158.0,1.69,8.994,,46.0,8.548487787473857,29.919707256158496,0.2857142857142857,0.2857142857142857,0.029919707256158497,0.000467539127898667,0.46753912789866703,P6_3/mmc,194,28,Cd5Cu2
Al,26.981538,184.0,1.61,5.986,0.441,57.8,10.590314737807102,21.180629475614204,0.5,0.5,0.021180629475614204,0.0007864251171626258,0.7864251171626259,Pm-3m,221,2,AlCu
Ce,140.116,235.0,1.12,5.539,0.5,205.0,4.03052088968198,8.06104177936396,0.5,0.5,0.00806104177936396,0.00017726371885384362,0.17726371885384362,Pnma,62,8,CeCu
Au,196.96657,166.0,2.54,9.226,2.309,36.06,10.757274000457127,21.514548000914253,0.5,0.5,0.021514548000914253,0.0007167735977702867,0.7167735977702867,Imma,74,20,CuAu
