Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Reduced Formula
Mg,24.305,173.0,1.31,7.646,,71.2,11.75321263446671,70.51927580680025,0.16666666666666666,0.16666666666666666,0.07051927580680026,0.0005909166280587946,0.5909166280587945,P-62m,189,6,Mg5Cu
As,74.92159,185.0,2.18,9.815,0.81,30.0,4.008579973666485,9.353353271888466,0.42857142857142855,0.5714285714285714,0.0070150149539163495,0.00021907220545482896,0.21907220545482897,Immm,71,14,Cu3As4
Mg,24.305,173.0,1.31,7.646,,71.2,9.17274128803504,11.007289545642049,0.8333333333333334,0.8333333333333334,0.011007289545642049,0.0007183926759208017,0.7183926759208017,R32,155,6,MgCu5
Sn,118.71,217.0,1.96,7.344,1.2,53.0,7.308522388851976,13.398957712895289,0.5454545454545454,0.45454545454545453,0.016078749255474346,0.0004135675275914769,0.4135675275914769,C2/c,15,22,Cu6Sn5
N,14.007,155.0,3.04,14.534,,7.4,6.619653389992374,8.826204519989831,0.75,0.25,0.026478613559969496,0.0006135893538400911,0.6135893538400912,P-3m1,164,4,Cu3N
Sn,118.71,217.0,1.96,7.344,1.2,53.0,8.730078206342563,11.640104275123416,0.75,0.25,0.03492031282537025,0.0005958226244852827,0.5958226244852827,Fm-3m,225,4,Cu3Sn
Ti,47.867,187.0,1.54,6.828,0.079,100.0,22.278111096347274,89.1124443853891,0.25,0.25,0.0891124443853891,0.0014262741426994195,1.4262741426994194,Pm-3m,221,4,Ti3Cu
U,238.0289,240.0,1.38,6.194,,180.0,12.181970284037376,48.727881136149506,0.25,0.25,0.04872788113614951,0.0006683837707847709,0.6683837707847708,I4/mmm,139,4,U3Cu
Ge,72.63,211.0,2.01,7.9,1.35,40.0,9.944791896206006,13.259722528274676,0.75,0.25,0.03977916758482403,0.0008060826414743507,0.8060826414743507,Pmmn,59,8,Cu3Ge
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,11.384964237262949,15.179952316350601,0.75,0.75,0.0151799523163506,0.0008131928345418102,0.8131928345418102,Pm-3m,221,4,NaCu3
As,74.92159,185.0,2.18,9.815,0.81,30.0,6.550466774142626,8.733955698856834,0.75,0.25,0.026201867096570502,0.0004741365278675815,0.47413652786758154,P-3c1,165,24,Cu3As
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.311308255528049,6.466962383292074,0.6666666666666666,0.3333333333333333,0.012933924766584148,0.00024967286572035087,0.24967286572035086,Imm2,44,3,Cu2Se
Be,9.012183,153.0,1.57,9.323,,37.74,8.296033965033834,33.184135860135335,0.25,0.25,0.033184135860135335,0.0009590985839756434,0.9590985839756434,Cm,8,12,Be3Cu
Pu,244.0642,243.0,1.28,6.06,,145.0,10.460082271871912,12.203429317183897,0.8571428571428571,0.8571428571428571,0.012203429317183897,0.0007212853038975276,0.7212853038975275,Pnma,62,28,PuCu6
I,126.9045,198.0,2.66,10.451,3.059,32.9,1.5654417592799685,3.130883518559937,0.5,0.5,0.0031308835185599373,5.6162547909386774e-05,0.056162547909386774,Pc,7,8,CuI
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,18.060632729918126,24.080843639890837,0.75,0.25,0.0722425309196725,0.0014863613941523445,1.4863613941523446,P6_3/mmc,194,8,Cu3Rh
Ni,58.693,163.0,1.91,7.64,1.156,49.0,10.80235450609565,21.6047090121913,0.5,0.5,0.0216047090121913,0.000997858510643733,0.997858510643733,R-3m,166,2,CuNi
S,32.07,180.0,2.58,10.36,2.077,19.4,4.147943255407217,6.221914883110825,0.6666666666666666,0.3333333333333333,0.01244382976622165,0.0002719564097054165,0.2719564097054165,Imm2,44,3,Cu2S
Sn,118.71,217.0,1.96,7.344,1.2,53.0,9.330272783153328,12.129354618099326,0.7692307692307693,0.23076923076923078,0.04043118206033108,0.0006732809076020632,0.6732809076020633,P6_3,173,26,Cu10Sn3
Hg,200.59,209.0,2.0,10.438,,33.0,6.70250280165031,12.447505203064859,0.5384615384615384,0.46153846153846156,0.01452208940357567,0.00040193289717709843,0.4019328971770984,R3m,160,26,Cu7Hg6
Br,79.9,183.0,2.96,11.814,3.365,21.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,C2/m,12,3,CuBr2
O,15.999,152.0,3.44,13.618,1.461,5.3,0.44774029883053673,1.3432208964916101,0.3333333333333333,0.6666666666666666,0.0006716104482458051,1.2177991055350218e-05,0.012177991055350218,Pmmm,47,3,CuO2
As,74.92159,185.0,2.18,9.815,0.81,30.0,4.361356283828509,13.084068851485528,0.3333333333333333,0.6666666666666666,0.0065420344257427635,0.0002593044638640731,0.2593044638640731,I4/mcm,140,6,CuAs2
As,74.92159,185.0,2.18,9.815,0.81,30.0,6.957679879882001,9.740751831834801,0.7142857142857143,0.2857142857142857,0.024351879579587003,0.0005187250296076882,0.5187250296076882,P-1,2,14,Cu5As2
O,15.999,152.0,3.44,13.618,1.461,5.3,2.0180921074881875,4.843421057971651,0.4166666666666667,0.5833333333333334,0.00345958646997975,0.00018895942741515976,0.18895942741515975,Cmcm,63,24,Cu5O7
Sn,118.71,217.0,1.96,7.344,1.2,53.0,4.1522177615689255,8.304435523137851,0.5,0.5,0.008304435523137851,0.00022304217959510619,0.2230421795951062,P6_3/mmc,194,4,CuSn
Fe,55.84,194.0,1.83,7.902,0.163,62.0,8.985808064496611,11.981077419328814,0.75,0.75,0.011981077419328814,0.0007513215265734082,0.7513215265734082,Cmmm,65,4,FeCu3
S,32.07,180.0,2.58,10.36,2.077,19.4,4.4570814824351785,6.933237861565834,0.6428571428571429,0.35714285714285715,0.0124798281508185,0.0003004870867144049,0.30048708671440494,P-1,2,28,Cu9S5
O,15.999,152.0,3.44,13.618,1.461,5.3,2.765569607454625,5.53113921490925,0.5,0.5,0.00553113921490925,0.0002465285302824369,0.24652853028243693,P4/mmm,123,6,CuO
Ga,69.723,187.0,1.81,5.999,0.3,50.0,8.67139762580115,34.6855905032046,0.25,0.25,0.0346855905032046,0.0005278505222489524,0.5278505222489523,Pm-3m,221,4,Ga3Cu
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.473012193813534,6.7095182907203,0.6666666666666666,0.3333333333333333,0.013419036581440601,0.00026488277416998287,0.26488277416998285,Pmn2_1,31,6,Cu2Se
O,15.999,152.0,3.44,13.618,1.461,5.3,0.35295347431090995,1.0588604229327299,0.3333333333333333,0.6666666666666666,0.0005294302114663649,1.2641119181520816e-05,0.012641119181520817,Fmmm,69,3,CuO2
In,114.818,193.0,1.78,5.786,0.3,65.0,6.77943969134396,20.33831907403188,0.3333333333333333,0.3333333333333333,0.02033831907403188,0.0003088057507790813,0.3088057507790813,I4/mcm,140,6,In2Cu
Nd,144.24,229.0,1.14,5.525,,208.0,12.66555163915498,14.776476912347476,0.8571428571428571,0.8571428571428571,0.014776476912347477,0.0008752554018944538,0.8752554018944538,Pnma,62,28,NdCu6
Nb,92.90637,207.0,1.6,6.759,0.893,98.0,18.551110664403236,74.20444265761294,0.25,0.25,0.07420444265761295,0.0010923600104822944,1.0923600104822944,Fm-3m,225,4,Nb3Cu
O,15.999,152.0,3.44,13.618,1.461,5.3,3.6043997496331275,7.208799499266255,0.5,0.5,0.007208799499266255,0.0003801379224455367,0.3801379224455367,Fm-3m,225,2,CuO
P,30.973762,180.0,2.19,10.487,0.746,25.0,6.28807047737225,8.384093969829665,0.75,0.25,0.025152281909488997,0.0005052529371228176,0.5052529371228176,P-3m1,164,8,Cu3P
As,74.92159,185.0,2.18,9.815,0.81,30.0,4.5503552287348255,9.100710457469651,0.5,0.5,0.00910071045746965,0.00028890786598112647,0.28890786598112644,P6_3/mmc,194,4,CuAs
Sb,121.76,206.0,2.05,8.64,1.07,43.0,7.7576123469795775,10.08489605107345,0.7692307692307693,0.23076923076923078,0.03361632017024484,0.0005331610398560914,0.5331610398560914,P6_3/m,176,26,Cu10Sb3
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,10.895489954391213,43.58195981756485,0.25,0.25,0.04358195981756485,0.00043002868308887756,0.43002868308887754,I4/mmm,139,4,Na3Cu
In,114.818,193.0,1.78,5.786,0.3,65.0,10.729110974567437,15.327301392239196,0.7,0.7,0.015327301392239196,0.0007448862565713636,0.7448862565713636,P-1,2,40,In3Cu7
In,114.818,193.0,1.78,5.786,0.3,65.0,7.723696570248601,23.1710897107458,0.3333333333333333,0.3333333333333333,0.0231710897107458,0.00035227247287731195,0.35227247287731195,P6_3/mmc,194,6,In2Cu
Sb,121.76,206.0,2.05,8.64,1.07,43.0,7.966734214848678,10.13947990980741,0.7857142857142857,0.21428571428571427,0.037178093002627165,0.0005559785259154074,0.5559785259154074,Amm2,38,14,Cu11Sb3
Ga,69.723,187.0,1.81,5.999,0.3,50.0,11.938996166995123,15.918661555993499,0.75,0.75,0.0159186615559935,0.000986916998626566,0.986916998626566,P6_3/mmc,194,8,GaCu3
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,15.999615744165862,21.33282099222115,0.75,0.25,0.06399846297666345,0.0013162243597774545,1.3162243597774546,I4/mmm,139,4,Cu3Rh
N,14.007,155.0,3.04,14.534,,7.4,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,Pnma,62,28,CuN6
Mg,24.305,173.0,1.31,7.646,,71.2,11.309016389344169,90.47213111475335,0.125,0.125,0.09047213111475336,0.0005429544273089456,0.5429544273089456,P-6m2,187,8,Mg7Cu
Sn,118.71,217.0,1.96,7.344,1.2,53.0,7.455872243048963,13.420570037488133,0.5555555555555556,0.4444444444444444,0.016775712546860166,0.0004273874618042855,0.4273874618042855,C2,5,27,Cu5Sn4
S,32.07,180.0,2.58,10.36,2.077,19.4,1.2344921566812974,2.468984313362595,0.5,0.5,0.002468984313362595,4.082347456527285e-05,0.04082347456527285,P3m1,156,2,CuS
Ge,72.63,211.0,2.01,7.9,1.35,40.0,7.915971004913107,11.08235940687835,0.7142857142857143,0.2857142857142857,0.027705898517195876,0.0005742477226728074,0.5742477226728074,R3m,160,7,Cu5Ge2
Cl,35.45,175.0,3.16,12.968,3.617,14.6,1.3818540578154348,4.145562173446304,0.3333333333333333,0.6666666666666666,0.002072781086723152,5.8118381594889207e-05,0.058118381594889204,R-3m,166,3,CuCl2
S,32.07,180.0,2.58,10.36,2.077,19.4,3.800829418007937,7.601658836015874,0.5,0.5,0.007601658836015874,0.0002541596806939059,0.25415968069390593,P6_3/mmc,194,4,CuS
Be,9.012183,153.0,1.57,9.323,,37.74,8.575429219848187,34.30171687939275,0.25,0.25,0.03430171687939275,0.0009784026746133745,0.9784026746133745,Fm-3m,225,4,Be3Cu
Np,237.048172,221.0,1.36,6.266,,160.0,9.971809438416749,39.887237753666994,0.25,0.25,0.039887237753666996,0.0005981133779648791,0.5981133779648791,Fm-3m,225,4,Np3Cu
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.6333319389381719,1.8999958168145157,0.3333333333333333,0.6666666666666666,0.0009499979084072578,1.3618707712399428e-05,0.013618707712399428,I4/mmm,139,3,CuCl2
N,14.007,155.0,3.04,14.534,,7.4,4.718292478643449,7.077438717965174,0.6666666666666666,0.3333333333333333,0.014154877435930349,0.0004401693507439758,0.44016935074397584,P4/mmm,123,3,Cu2N
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,20.614576953691476,41.22915390738295,0.5,0.5,0.04122915390738295,0.0016008077687469863,1.6008077687469864,R-3m,166,2,CuRh
Cd,112.41,158.0,1.69,8.994,,46.0,9.049025168094479,13.573537752141721,0.6666666666666666,0.6666666666666666,0.01357353775214172,0.0006303409369255947,0.6303409369255947,P6_3/mmc,194,24,CdCu2
Zr,91.22,186.0,1.33,6.634,0.426,112.0,3.9977998609194,7.9955997218388,0.5,0.5,0.0079955997218388,0.0002297788087935856,0.22977880879358561,P2_1/m,11,4,ZrCu
S,32.07,180.0,2.58,10.36,2.077,19.4,4.620665242667584,6.930997864001375,0.6666666666666666,0.3333333333333333,0.01386199572800275,0.00032382699985858724,0.32382699985858726,Fm-3m,225,3,Cu2S
In,114.818,193.0,1.78,5.786,0.3,65.0,9.552431522929025,14.328647284393536,0.6666666666666666,0.6666666666666666,0.014328647284393536,0.0006212372473774107,0.6212372473774107,P6_3/mmc,194,6,InCu2
Br,79.9,183.0,2.96,11.814,3.365,21.0,2.934151640617068,5.868303281234136,0.5,0.5,0.005868303281234136,0.00015196222039464587,0.15196222039464588,Fm-3m,225,2,CuBr
Au,196.96657,166.0,2.54,9.226,2.309,36.06,0.0,0.0,0.2,0.8,0.0,0.0,0.0,R-3m,166,5,CuAu4
Sn,118.71,217.0,1.96,7.344,1.2,53.0,7.135663723661214,13.144643701481183,0.5428571428571428,0.45714285714285713,0.015609264395508905,0.0003863217077776218,0.3863217077776218,P1,1,35,Cu19Sn16
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.66482612073475,7.25639618780961,0.6428571428571429,0.35714285714285715,0.013061513138057299,0.00027628993962330477,0.2762899396233048,P-1,2,28,Cu9Se5
Si,28.085,210.0,1.9,8.152,1.385,37.3,8.673990284916258,11.152273223463757,0.7777777777777778,0.2222222222222222,0.03903295628212315,0.0007120383172906861,0.7120383172906861,P-3m1,164,9,Cu7Si2
Cl,35.45,175.0,3.16,12.968,3.617,14.6,0.6505289110308949,1.951586733092685,0.3333333333333333,0.6666666666666666,0.0009757933665463425,2.2117335323763577e-05,0.022117335323763577,P4/mmm,123,3,CuCl2
As,74.92159,185.0,2.18,9.815,0.81,30.0,3.8105360682738896,9.526340170684724,0.4,0.6,0.00635089344712315,0.00021943797545646512,0.21943797545646512,P-3m1,164,5,Cu2As3
Co,58.93319,192.0,1.88,7.881,0.661,55.0,3.5040812141185746,14.016324856474299,0.25,0.25,0.014016324856474298,0.0003148311558247766,0.3148311558247766,I4/mmm,139,4,Co3Cu
Se,78.97,190.0,2.55,9.752,2.021,28.9,2.607384627651462,4.9250598522305395,0.5294117647058824,0.47058823529411764,0.005540692333759357,0.00012885757450144356,0.12885757450144356,P1,1,17,Cu9Se8
Al,26.981538,184.0,1.61,5.986,0.441,57.8,9.991910204699174,13.322546939598897,0.75,0.75,0.013322546939598898,0.0008296253128656459,0.8296253128656459,Fm-3m,225,4,AlCu3
Br,79.9,183.0,2.96,11.814,3.365,21.0,2.4772371445137003,4.9544742890274005,0.5,0.5,0.0049544742890274005,0.00011036463348864205,0.11036463348864205,P4/nmm,129,4,CuBr
Li,7.0,182.0,0.98,5.392,0.618,164.1125,17.449007426023623,69.7960297040945,0.25,0.25,0.0697960297040945,0.0011864677380007038,1.1864677380007038,I4/mmm,139,4,Li3Cu
O,15.999,152.0,3.44,13.618,1.461,5.3,4.528297796461026,8.490558368364425,0.5333333333333333,0.4666666666666667,0.009703495278130771,0.00045928260910148327,0.4592826091014833,Fm-3m,225,15,Cu8O7
O,15.999,152.0,3.44,13.618,1.461,5.3,2.914203182888574,5.828406365777148,0.5,0.5,0.0058284063657771485,0.0002856139235043622,0.2856139235043622,Pm-3m,221,6,CuO
O,15.999,152.0,3.44,13.618,1.461,5.3,0.36771844391719166,1.103155331751575,0.3333333333333333,0.6666666666666666,0.0005515776658757875,1.5324750320911537e-05,0.015324750320911537,Cmcm,63,6,CuO2
As,74.92159,185.0,2.18,9.815,0.81,30.0,3.4947093296806666,10.484127989042001,0.3333333333333333,0.6666666666666666,0.005242063994521,0.000189867437390116,0.189867437390116,I4/mmm,139,3,CuAs2
Tl,204.383,196.0,1.62,6.108,0.2,66.0,8.012415533332089,32.049662133328354,0.25,0.25,0.032049662133328355,0.000305370007141954,0.305370007141954,Pm-3m,221,4,Tl3Cu
Ho,164.93033,216.0,1.23,6.022,,156.0,12.13720237839884,14.564642854078608,0.8333333333333334,0.8333333333333334,0.014564642854078607,0.0008723213500342492,0.8723213500342493,F-43m,216,6,HoCu5
O,15.999,152.0,3.44,13.618,1.461,5.3,1.880005929662875,4.700014824157187,0.4,0.6,0.003133343216104792,0.0001750517474735137,0.1750517474735137,Cmcm,63,20,Cu2O3
Au,196.96657,166.0,2.54,9.226,2.309,36.06,9.09155110247592,11.3644388780949,0.8,0.2,0.0454577555123796,0.0006810054955278955,0.6810054955278955,R-3m,166,5,Cu4Au
Sb,121.76,206.0,2.05,8.64,1.07,43.0,7.676539331261138,10.235385775014851,0.75,0.25,0.03070615732504455,0.0005089536131442076,0.5089536131442076,Fm-3m,225,4,Cu3Sb
Ni,58.693,163.0,1.91,7.64,1.156,49.0,3.544137774035337,14.176551096141347,0.25,0.75,0.004725517032047116,0.00032220195430051967,0.3222019543005197,Cmmm,65,4,CuNi3
S,32.07,180.0,2.58,10.36,2.077,19.4,4.913355524831108,7.370033287246662,0.6666666666666666,0.3333333333333333,0.014740066574493324,0.0003477835305874021,0.3477835305874021,I-42d,122,6,Cu2S
Pm,144.91276,236.0,,5.55,,200.0,24.04916586758115,96.1966634703246,0.25,0.25,0.0961966634703246,0.0008699017463419572,0.8699017463419572,I4/mmm,139,4,Pm3Cu
Si,28.085,210.0,1.9,8.152,1.385,37.3,8.375117119656275,11.166822826208367,0.75,0.25,0.0335004684786251,0.0007232285862396834,0.7232285862396834,I4/mmm,139,4,Cu3Si
O,15.999,152.0,3.44,13.618,1.461,5.3,2.398860439066023,4.497863323248794,0.5333333333333333,0.4666666666666667,0.00514041522657005,0.0002085442360724462,0.20854423607244618,Cm,8,15,Cu8O7
Fe,55.84,194.0,1.83,7.902,0.163,62.0,4.949720311889288,19.79888124755715,0.25,0.25,0.019798881247557153,0.00041994731320340776,0.4199473132034078,Cmmm,65,4,Fe3Cu
F,18.99840316,135.0,3.98,17.423,3.339,3.74,2.336210403286545,4.67242080657309,0.5,0.5,0.00467242080657309,0.00016416587331529847,0.16416587331529847,F-43m,216,2,CuF
Pb,207.0,202.0,2.33,7.417,0.36,57.0,6.084439347543301,24.337757390173206,0.25,0.75,0.008112585796724402,0.00022561231813920057,0.22561231813920057,Pm-3m,221,4,CuPb3
Ti,47.867,187.0,1.54,6.828,0.079,100.0,19.769561644865913,69.1934657570307,0.2857142857142857,0.2857142857142857,0.0691934657570307,0.0012250213246905496,1.2250213246905497,Pbam,55,28,Ti5Cu2
La,138.9055,240.0,1.1,5.577,0.5,215.0,10.670227314603197,12.44859853370373,0.8571428571428571,0.8571428571428571,0.01244859853370373,0.0007181676967769506,0.7181676967769506,P2_1/c,14,28,LaCu6
Sn,118.71,217.0,1.96,7.344,1.2,53.0,9.52084358067775,12.694458107570334,0.75,0.25,0.038083374322711,0.0006805898980979448,0.6805898980979448,Pmmn,59,8,Cu3Sn
Se,78.97,190.0,2.55,9.752,2.021,28.9,4.144686727043296,6.217030090564944,0.6666666666666666,0.3333333333333333,0.012434060181129889,0.0002424438298778965,0.2424438298778965,Cm,8,12,Cu2Se
As,74.92159,185.0,2.18,9.815,0.81,30.0,7.751045734431637,10.334727645908849,0.75,0.25,0.031004182937726547,0.0006106483239144937,0.6106483239144938,Pm-3m,221,4,Cu3As
Gd,157.25,237.0,1.2,6.15,,158.0,16.9716586746314,33.9433173492628,0.5,0.5,0.0339433173492628,0.0008019058243463034,0.8019058243463033,Pm-3m,221,2,GdCu
Y,88.90584,219.0,1.22,6.217,0.307,162.0,16.1707932734947,32.3415865469894,0.5,0.5,0.0323415865469894,0.0007820650515140426,0.7820650515140426,Pm-3m,221,2,YCu
S,32.07,180.0,2.58,10.36,2.077,19.4,4.310145841832543,6.520477042772308,0.6610169491525424,0.3389830508474576,0.012714930233405999,0.0002968633832651864,0.2968633832651864,C2,5,59,Cu39S20
Cr,51.996,189.0,1.66,6.767,0.666,83.0,7.7837139683798116,31.134855873519246,0.25,0.25,0.031134855873519246,0.0006662625380374878,0.6662625380374878,Pm-3m,221,4,Cr3Cu
Ni,58.693,163.0,1.91,7.64,1.156,49.0,3.3424224336743613,13.369689734697445,0.25,0.75,0.004456563244899149,0.0003123783168622979,0.3123783168622979,I4/mmm,139,4,CuNi3
Pr,140.90766,239.0,1.13,5.464,,216.0,25.084626441843824,100.3385057673753,0.25,0.25,0.1003385057673753,0.0008803504615174368,0.8803504615174368,I4/mmm,139,4,Pr3Cu
As,74.92159,185.0,2.18,9.815,0.81,30.0,5.717760615143204,11.435521230286408,0.5,0.5,0.011435521230286409,0.00035595278774437763,0.3559527877443776,C2/m,12,10,CuAs
Zr,91.22,186.0,1.33,6.634,0.426,112.0,11.281698967387157,13.538038760864591,0.8333333333333334,0.8333333333333334,0.01353803876086459,0.0008523966998329649,0.8523966998329648,F-43m,216,6,ZrCu5
Mg,24.305,173.0,1.31,7.646,,71.2,10.39577697293125,20.7915539458625,0.5,0.5,0.0207915539458625,0.0006616626646152477,0.6616626646152477,Pmma,51,4,MgCu
Ba,137.33,268.0,0.89,5.212,,272.0,9.823154787215302,10.578782078539556,0.9285714285714286,0.9285714285714286,0.010578782078539555,0.0007036472224238997,0.7036472224238997,Fm-3c,226,28,BaCu13
Ru,101.1,207.0,2.2,7.361,1.05,72.0,8.088109691290416,10.784146255053889,0.75,0.25,0.03235243876516167,0.0006415017754392624,0.6415017754392625,P6_3/mmc,194,8,Cu3Ru
O,15.999,152.0,3.44,13.618,1.461,5.3,1.2324917135190583,3.6974751405571746,0.3333333333333333,0.6666666666666666,0.0018487375702785874,0.00010545437267372727,0.10545437267372727,Fd-3m,227,12,CuO2
O,15.999,152.0,3.44,13.618,1.461,5.3,1.3416805717228337,4.025041715168501,0.3333333333333333,0.6666666666666666,0.0020125208575842504,0.0001258967033051645,0.1258967033051645,Cmcm,63,6,CuO2
N,14.007,155.0,3.04,14.534,,7.4,2.3021605820889754,4.604321164177951,0.5,0.5,0.0046043211641779505,0.00021168054737093122,0.21168054737093123,F-43m,216,2,CuN
Sb,121.76,206.0,2.05,8.64,1.07,43.0,6.249104973759549,9.373657460639324,0.6666666666666666,0.3333333333333333,0.018747314921278648,0.0003870710776802722,0.3870710776802722,P4/nmm,129,6,Cu2Sb
S,32.07,180.0,2.58,10.36,2.077,19.4,2.769616887813116,4.154425331719674,0.6666666666666666,0.3333333333333333,0.008308850663439348,0.00013936524210635405,0.13936524210635406,C2/m,12,6,Cu2S
Te,127.6,206.0,2.1,9.01,1.971,38.0,5.222980960898113,8.207541509982748,0.6363636363636364,0.36363636363636365,0.014363197642469811,0.0002820094429415374,0.2820094429415374,P3m1,156,22,Cu7Te4
Cl,35.45,175.0,3.16,12.968,3.617,14.6,2.040790027676972,4.081580055353944,0.5,0.5,0.004081580055353944,0.00011827418282008108,0.11827418282008108,Pa-3,205,16,CuCl
Ru,101.1,207.0,2.2,7.361,1.05,72.0,9.711043870598111,38.844175482392444,0.25,0.75,0.012948058494130816,0.0007155693988056869,0.7155693988056869,I4/mmm,139,4,CuRu3
Al,26.981538,184.0,1.61,5.986,0.441,57.8,7.294371179367212,29.177484717468847,0.25,0.25,0.02917748471746885,0.0005030601367004764,0.5030601367004764,P4/mmm,123,4,Al3Cu
Zr,91.22,186.0,1.33,6.634,0.426,112.0,13.668602988157307,20.502904482235962,0.6666666666666666,0.6666666666666666,0.020502904482235962,0.0008994822487178284,0.8994822487178284,Cmcm,63,6,ZrCu2
Al,26.981538,184.0,1.61,5.986,0.441,57.8,7.993086729686801,31.972346918747203,0.25,0.25,0.0319723469187472,0.0005290995413598565,0.5290995413598565,Pm-3m,221,4,Al3Cu
S,32.07,180.0,2.58,10.36,2.077,19.4,2.040426648528,4.080853297056,0.5,0.5,0.004080853297055999,0.00011880826806187926,0.11880826806187926,F-43m,216,2,CuS
I,126.9045,198.0,2.66,10.451,3.059,32.9,1.7744372630706744,3.548874526141349,0.5,0.5,0.003548874526141349,6.149605559968231e-05,0.06149605559968231,R-3m,166,4,CuI
Zn,65.4,139.0,1.65,9.394,,38.67,11.053697347548738,44.21478939019495,0.25,0.25,0.04421478939019495,0.0007885619596301858,0.7885619596301857,Cmmm,65,4,Zn3Cu
