Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Volume,mid,Reduced Formula
Te,127.6,206.0,2.1,9.01,1.971,38.0,1.732919334409026,3.465838668818052,0.5,0.5,0.003465838668818052,7.715199777946314e-05,0.07715199777946315,Pnma,62,8,179.68886191256155,1080073,MnTe
P,30.973762,180.0,2.19,10.487,0.746,25.0,0.25704062679986023,1.285203133999301,0.2,0.8,0.00032130078349982524,1.720805687071419e-05,0.01720805687071419,P2_1/c,14,30,448.11676657805964,769096,MnP4
B,10.81,192.0,2.04,8.298,0.277,20.5,11.846801069114997,35.540403207344994,0.3333333333333333,0.6666666666666666,0.017770201603672497,0.001482047292237534,1.482047292237534,P6/mmm,191,3,23.98061343487059,585,MnB2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.2370187211907112,1.0270811251597487,0.23076923076923078,0.7692307692307693,0.00030812433754792457,1.5116140124830488e-05,0.015116140124830488,P-1,2,26,407.6759477001472,753434,Mn3F10
Au,196.96657,166.0,2.54,9.226,2.309,36.06,7.390155508128847,29.560622032515386,0.25,0.75,0.00985354067750513,0.00041749741977561283,0.41749741977561283,R-3m,166,4,70.80432269115093,1221687,MnAu3
O,15.999,152.0,3.44,13.618,1.461,5.3,0.32549071045201006,1.3019628418080402,0.25,0.75,0.0004339876139360134,2.7979383619030155e-05,0.027979383619030157,Imma,74,8,93.06587018039319,1086672,MnO3
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.3594550861118883,1.4378203444475532,0.25,0.75,0.0004792734481491844,2.6421838932427084e-05,0.026421838932427083,P2_1/m,11,16,217.67150244534116,2034494,MnF3
N,14.007,155.0,3.04,14.534,,7.4,9.156163606971012,18.312327213942023,0.5,0.5,0.018312327213942024,0.0009200470028654391,0.9200470028654392,P6_3mc,186,4,39.80737322530093,999517,MnN
U,238.0289,240.0,1.38,6.194,,180.0,22.72019727907608,34.08029591861412,0.6666666666666666,0.6666666666666666,0.03408029591861412,0.0015916521872135294,1.5916521872135294,Imma,74,6,85.64759610773443,567695,UMn2
Au,196.96657,166.0,2.54,9.226,2.309,36.06,12.287108807443534,36.8613264223306,0.3333333333333333,0.6666666666666666,0.0184306632111653,0.0007334692902774251,0.7334692902774251,I4/mmm,139,3,50.25612784468221,11252,MnAu2
O,15.999,152.0,3.44,13.618,1.461,5.3,10.175997725436,20.351995450872,0.5,0.5,0.020351995450872,0.0007311272235808468,0.7311272235808468,Cmc2_1,36,8,111.34584950178106,2831286,MnO
V,50.9415,179.0,1.63,6.746,0.525,87.0,19.09684213212741,76.38736852850964,0.25,0.75,0.02546245617616988,0.0015464900493467007,1.5464900493467006,Fm-3m,225,4,49.39402523849327,864984,MnV3
Sb,121.76,206.0,2.05,8.64,1.07,43.0,15.216868098943637,23.912221298340004,0.6363636363636364,0.36363636363636365,0.041846387272095005,0.0008979895880576423,0.8979895880576423,P-6m2,187,11,186.4003228037823,1221744,Mn7Sb4
P,30.973762,180.0,2.19,10.487,0.746,25.0,0.6275587984716565,3.137793992358282,0.2,0.8,0.0007844484980895705,4.345031022314432e-05,0.04345031022314432,P-1,2,10,144.43137350429777,487,MnP4
Ge,72.63,211.0,2.01,7.9,1.35,40.0,6.156055302207424,18.46816590662227,0.3333333333333333,0.6666666666666666,0.009234082953311136,0.00041109220212065864,0.41109220212065867,I4/mcm,140,6,89.84926404029297,1094140,MnGe2
Al,26.981538,184.0,1.61,5.986,0.441,57.8,20.380881065765482,40.761762131530965,0.5,0.5,0.04076176213153097,0.0015911663763027875,1.5911663763027875,Pm-3m,221,2,25.61753612858791,12067,MnAl
P,30.973762,180.0,2.19,10.487,0.746,25.0,6.085921895246862,12.171843790493725,0.5,0.5,0.012171843790493724,0.0005064123447662731,0.5064123447662731,Pnma,62,8,96.1417620742358,2662,MnP
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,33.11551080891575,66.2310216178315,0.5,0.5,0.0662310216178315,0.002386785840790947,2.3867858407909472,Pm-3m,221,2,27.74904245111638,417,MnRh
Ge,72.63,211.0,2.01,7.9,1.35,40.0,15.583092857760926,21.816330000865296,0.7142857142857143,0.2857142857142857,0.05454082500216324,0.001199812010394073,1.199812010394073,Ibam,72,14,181.83123532577258,632686,Mn5Ge2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.075092494317096,4.300369977268384,0.25,0.75,0.0014334566590894614,8.60911589559931e-05,0.0860911589559931,Pnma,62,16,199.80541692865762,1176437,MnF3
O,15.999,152.0,3.44,13.618,1.461,5.3,2.1988028952116174,6.596408685634852,0.3333333333333333,0.6666666666666666,0.0032982043428174262,0.00018852250909628978,0.1885225090962898,P1,1,36,419.8803877959636,1354468,MnO2
Al,26.981538,184.0,1.61,5.986,0.441,57.8,17.345267767007133,23.127023689342842,0.75,0.25,0.06938107106802853,0.0014859752169192758,1.4859752169192757,Fm-3m,225,4,46.69059771526297,973149,Mn3Al
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.12902287868050152,0.5160915147220061,0.25,0.75,0.00017203050490733536,8.818575996386549e-06,0.008818575996386548,Pbam,55,8,117.04645170228775,764949,MnF3
O,15.999,152.0,3.44,13.618,1.461,5.3,2.8846369968790624,6.730819659384479,0.42857142857142855,0.5714285714285714,0.005048114744538359,0.00019574726684117271,0.19574726684117272,Pbcm,57,28,412.6230583753159,1194100,Mn3O4
F,18.99840316,135.0,3.98,17.423,3.339,3.74,4.003357032699176,12.010071098097526,0.3333333333333333,0.6666666666666666,0.006005035549048764,0.000312473194761346,0.312473194761346,Pbcn,60,12,153.74209755521997,556585,MnF2
Ga,69.723,187.0,1.81,5.999,0.3,50.0,15.151572914104362,30.303145828208724,0.5,0.5,0.030303145828208724,0.0011224617447504613,1.1224617447504612,P4/mmm,123,2,26.997041075057332,1001836,MnGa
S,32.07,180.0,2.58,10.36,2.077,19.4,1.1869573360222958,2.967393340055739,0.4,0.6,0.001978262226703826,6.580689613478504e-05,0.06580689613478505,R-3c,167,10,180.36974933313695,974355,Mn2S3
Se,78.97,190.0,2.55,9.752,2.021,28.9,1.496000298666535,2.99200059733307,0.5,0.5,0.00299200059733307,5.765261799009294e-05,0.05765261799009294,F-43m,216,2,51.89704651135213,2293,MnSe
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.2436529904551046,4.974611961820418,0.25,0.75,0.0016582039872734728,0.00010173779643760469,0.1017377964376047,P321,150,24,293.37839835392884,765633,MnF3
O,15.999,152.0,3.44,13.618,1.461,5.3,3.9118221934203565,9.779555483550892,0.4,0.6,0.006519703655700595,0.00037329851125142926,0.37329851125142927,R-3,148,80,838.3258064022893,1203190,Mn2O3
Zn,65.4,139.0,1.65,9.394,,38.67,10.286385679716782,41.14554271886713,0.25,0.75,0.013715180906289043,0.0007302270757395049,0.7302270757395048,P-6m2,187,4,56.34622994114374,1221532,MnZn3
Nb,92.90637,207.0,1.6,6.759,0.893,98.0,24.018077346650884,36.027116019976326,0.6666666666666666,0.3333333333333333,0.07205423203995265,0.001619454059577803,1.6194540595778029,P-6m2,187,12,177.97166054525172,12659,Mn2Nb
Ge,72.63,211.0,2.01,7.9,1.35,40.0,14.1100319127087,19.75404467779218,0.7142857142857143,0.2857142857142857,0.049385111694480455,0.0011232085668211632,1.1232085668211633,P6_3cm,185,42,527.6146904852822,704981,Mn5Ge2
Zr,91.22,186.0,1.33,6.634,0.426,112.0,21.64462060852695,32.466930912790424,0.6666666666666666,0.6666666666666666,0.032466930912790425,0.0012600838065195596,1.2600838065195596,P6_3/mmc,194,12,206.12553384026975,1014,ZrMn2
F,18.99840316,135.0,3.98,17.423,3.339,3.74,0.37306134461332563,1.4922453784533025,0.25,0.75,0.0004974151261511008,2.449843800101916e-05,0.02449843800101916,P4/mbm,127,40,609.1185806993994,759525,MnF3
N,14.007,155.0,3.04,14.534,,7.4,6.183998180943488,14.429329088868139,0.42857142857142855,0.5714285714285714,0.010821996816651103,0.0006225344551078632,0.6225344551078632,P6_3/m,176,14,139.07017326166834,1080197,Mn3N4
Pd,106.42,202.0,2.2,8.337,0.557,26.14,24.108682244365504,96.43472897746202,0.25,0.75,0.032144909659154,0.0016115977875174113,1.6115977875174112,I4/mmm,139,8,119.67592624461847,31138,MnPd3
O,15.999,152.0,3.44,13.618,1.461,5.3,4.181265192875725,10.871289501476886,0.38461538461538464,0.6153846153846154,0.0067945559384230535,0.00034040168294162306,0.34040168294162304,R-3m,166,13,159.6832513801239,752536,Mn5O8
