Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Volume,mid,Reduced Formula
Ge,72.63,211.0,2.01,7.9,1.35,40.0,7.044386674310122,14.088773348620244,0.5,0.5,0.014088773348620244,0.00017763778441214922,0.17763778441214922,Fm-3m,225,2,79.31180517277758,1059264,KGe
Ir,192.22,202.0,2.2,9.1,1.565,54.0,9.431828724589623,12.575771632786164,0.75,0.25,0.0377273148983585,0.00027202946768008365,0.2720294676800836,P6_3/mmc,194,8,277.37667702035253,975821,K3Ir
Dy,162.5,229.0,1.22,5.939,,163.0,11.95888547159394,15.94518062879192,0.75,0.25,0.04783554188637576,0.00020879479682405248,0.20879479682405247,Fm-3m,225,4,229.10313194579214,1184884,K3Dy
Ga,69.723,187.0,1.81,5.999,0.3,50.0,8.472418213774695,11.29655761836626,0.75,0.25,0.03388967285509878,0.00018030118183661557,0.18030118183661556,I4/mmm,139,4,187.96145710131148,1184898,K3Ga
Tl,204.383,196.0,1.62,6.108,0.2,66.0,11.324893501434932,15.099858001913242,0.75,0.25,0.04529957400573973,0.00022264050585541796,0.22264050585541795,I4/mmm,139,4,203.46510546987855,1185120,K3Tl
Ca,40.08,231.0,1.0,6.113,,160.8,9.134292209855131,36.537168839420524,0.25,0.75,0.01217905627980684,0.00019574614897241294,0.19574614897241294,Fm-3m,225,4,186.6558756390646,1185016,KCa3
Ta,180.9479,217.0,1.5,7.89,0.322,74.0,9.741029691106302,12.988039588141737,0.75,0.25,0.03896411876442521,0.0002102930459960516,0.2102930459960516,I4/mmm,139,4,185.28486560205508,1185075,K3Ta
As,74.92159,185.0,2.18,9.815,0.81,30.0,3.801626240471095,7.60325248094219,0.5,0.5,0.00760325248094219,9.469579836157156e-05,0.09469579836157155,Pbcm,57,8,321.16535738623276,1078831,KAs
Pu,244.0642,243.0,1.28,6.06,,145.0,0.6262193251890454,1.2524386503780909,0.5,0.5,0.0012524386503780908,1.4667868551035185e-05,0.014667868551035185,P-1,2,12,512.3192832088886,1182556,KPu
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,7.971096739679773,10.628128986239696,0.75,0.25,0.03188438695871909,0.00017571468679677786,0.17571468679677787,P6_3/mmc,194,8,362.9108931070156,569940,K3Bi
Sb,121.76,206.0,2.05,8.64,1.07,43.0,5.476715191371472,9.85808734446865,0.5555555555555556,0.4444444444444444,0.012322609180585812,0.00013404682530141,0.13404682530141,P1,1,9,367.71058629334635,685149,K5Sb4
C,12.011,170.0,2.55,11.26,1.263,11.3,4.40598417588417,13.217952527652507,0.3333333333333333,0.6666666666666666,0.006608976263826253,0.0001837222151134928,0.1837222151134928,C2/m,12,6,143.89062878963475,1211583,KC2
I,126.9045,198.0,2.66,10.451,3.059,32.9,4.510709989746202,9.021419979492403,0.5,0.5,0.009021419979492403,0.00011416675229091712,0.11416675229091712,Pm-3m,221,2,79.01967778240925,22901,KI
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,10.096239342324855,13.461652456433141,0.75,0.25,0.040384957369299423,0.00022784175173839284,0.22784175173839283,C2/m,12,4,177.25003016861152,1066655,K3Rh
Tm,168.93422,227.0,1.25,6.184,,144.0,13.413463278020377,17.884617704027168,0.75,0.25,0.053653853112081505,0.00023939519081344495,0.23939519081344496,Pm-3m,221,4,224.12251862608505,974631,K3Tm
S,32.07,180.0,2.58,10.36,2.077,19.4,4.979490717989493,9.958981435978986,0.5,0.5,0.009958981435978986,0.00014432083308740866,0.14432083308740865,Fm-3m,225,2,69.0058477555162,1058119,KS
Y,88.90584,219.0,1.22,6.217,0.307,162.0,11.035379307709773,14.713839076946364,0.75,0.25,0.04414151723083909,0.0001955044423885973,0.1955044423885973,I4/mmm,139,4,225.7826814139627,973271,K3Y
Ba,137.33,268.0,0.89,5.212,,272.0,14.25155943474459,19.002079246326122,0.75,0.25,0.057006237738978366,0.00019769537695975224,0.19769537695975223,Fm-3m,225,4,288.35392418196994,1184887,K3Ba
S,32.07,180.0,2.58,10.36,2.077,19.4,4.415991755325312,8.831983510650623,0.5,0.5,0.008831983510650624,0.00017354467067637392,0.1735446706763739,P4/mmm,123,2,50.89170111780906,1180621,KS
Yb,173.05,242.0,,6.254,,139.0,3.739614355361732,14.958457421446928,0.25,0.75,0.004986152473815643,0.00011182848564940445,0.11182848564940445,Fm-3m,225,4,133.76249651044603,1185019,KYb3
Cl,35.45,175.0,3.16,12.968,3.617,14.6,1.1484478769308057,4.593791507723223,0.25,0.75,0.001531263835907741,3.8661283857683894e-05,0.038661283857683894,I4/mmm,139,4,118.82149399470113,1185148,KCl3
Sr,87.62,249.0,0.95,5.695,,197.2,7.09332217272041,28.37328869088164,0.25,0.75,0.009457762896960547,0.00012092984473682675,0.12092984473682675,Fm-3m,225,4,234.62602430879602,973278,KSr3
Eu,151.964,233.0,,5.67,,184.0,16.704095856420206,22.272127808560278,0.75,0.25,0.06681638342568083,0.00024645276230551735,0.24645276230551735,P6_3/mmc,194,8,542.2246665091244,1185259,K3Eu
Tl,204.383,196.0,1.62,6.108,0.2,66.0,5.557119888838773,16.67135966651632,0.3333333333333333,0.6666666666666666,0.00833567983325816,0.00013771913794350602,0.13771913794350601,Fd-3m,227,12,484.2133029718819,1211511,KTl2
Dy,162.5,229.0,1.22,5.939,,163.0,13.466299143172998,17.955065524230665,0.75,0.25,0.053865196572691995,0.00023711390123375131,0.2371139012337513,P6_3/mmc,194,8,454.3402667867261,1184902,K3Dy
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,10.866899009318988,14.489198679091984,0.75,0.25,0.04346759603727595,0.0001665025002725885,0.1665025002725885,Fm-3m,225,4,261.06272257841925,1184893,K3Na
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,7.262927643246239,9.683903524328318,0.75,0.25,0.029051710572984956,0.00018115989465670448,0.18115989465670448,Fm-3m,225,4,160.36502244626246,568516,K3Bi
Os,190.2,216.0,2.2,8.7,1.1,57.0,7.803906377069123,10.40520850275883,0.75,0.25,0.03121562550827649,0.00021954506109257005,0.21954506109257005,Fm-3m,225,4,142.18322813973293,1184896,K3Os
P,30.973762,180.0,2.19,10.487,0.746,25.0,2.494791902609017,6.236979756522542,0.4,0.6,0.0041579865043483615,8.396123163427695e-05,0.08396123163427695,P1,1,20,594.2723454739139,664980,K2P3
Mg,24.305,173.0,1.31,7.646,,71.2,5.292394708297307,21.169578833189227,0.25,0.75,0.0070565262777297424,0.0001773867781601905,0.1773867781601905,Fm-3m,225,4,119.34135707719928,1184990,KMg3
Ge,72.63,211.0,2.01,7.9,1.35,40.0,6.554199917577211,13.108399835154422,0.5,0.5,0.013108399835154423,0.00021053261523533095,0.21053261523533096,I4_1/acd,142,32,996.2085785522212,1201758,KGe
Rb,85.468,303.0,0.82,4.177,0.468,319.8,10.677124325933022,42.70849730373209,0.25,0.75,0.014236165767910695,0.00011863708462588079,0.1186370846258808,I4/mmm,139,4,359.9928086433708,1185107,KRb3
Tc,96.90636,209.0,1.9,7.28,0.55,79.0,10.513797951201491,15.770696926802236,0.6666666666666666,0.3333333333333333,0.03154139385360447,0.00023523195326932556,0.23523195326932556,Amm2,38,9,402.2590479129116,1238084,K2Tc
Mg,24.305,173.0,1.31,7.646,,71.2,1.057026196856499,4.228104787425996,0.25,0.75,0.0014093682624753319,3.3998760668532e-05,0.033998760668532,Pmm2,25,4,124.36055621696156,1016287,KMg3
O,15.999,152.0,3.44,13.618,1.461,5.3,2.285955421861727,6.857866265585179,0.3333333333333333,0.6666666666666666,0.0034289331327925898,0.00013934091518806956,0.13934091518806957,I4/mmm,139,3,49.2164577527646,1866,KO2
Cs,132.905452,343.0,0.79,3.894,0.472,400.9,11.109188719989852,14.812251626653136,0.75,0.75,0.014812251626653136,0.0001274991487703144,0.1274991487703144,I4/mmm,139,4,348.5258945533102,1183958,CsK3
Li,7.0,182.0,0.98,5.392,0.618,164.1125,10.954204783025572,43.81681913210229,0.25,0.75,0.014605606377367429,0.0003369777139925084,0.3369777139925084,Fm-3m,225,4,130.02883369633284,1184961,KLi3
C,12.011,170.0,2.55,11.26,1.263,11.3,8.052339276531308,16.104678553062616,0.5,0.5,0.016104678553062617,0.00027400502203950056,0.27400502203950056,C2/c,15,4,117.55024366481113,1064300,KC
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,15.265316409034252,45.79594922710275,0.3333333333333333,0.6666666666666666,0.022897974613551378,0.0003119182227912417,0.31191822279124165,P6_3/mmc,194,12,587.2814844518107,570786,KNa2
N,14.007,155.0,3.04,14.534,,7.4,2.6478088307929033,7.943426492378711,0.3333333333333333,0.6666666666666666,0.003971713246189355,0.00017570771766541228,0.17570771766541227,Cmc2_1,36,6,90.41636415202676,1071868,KN2
Ru,101.1,207.0,2.2,7.361,1.05,72.0,8.21661559470082,10.955487459601093,0.75,0.25,0.03286646237880328,0.00021251580023461304,0.21251580023461303,I4/mmm,139,4,154.65420614617543,1185059,K3Ru
I,126.9045,198.0,2.66,10.451,3.059,32.9,2.757411572531578,5.514823145063156,0.5,0.5,0.005514823145063156,5.944647467640985e-05,0.05944647467640985,Cmcm,63,4,185.53911481151644,1078836,KI
Mg,24.305,173.0,1.31,7.646,,71.2,5.320862484074873,21.28344993629949,0.25,0.75,0.007094483312099831,0.0001781922059830138,0.1781922059830138,I4/mmm,139,4,119.44097004067811,1185047,KMg3
Ag,107.868,172.0,1.93,7.576,1.302,55.0,5.532923293283997,8.299384939925996,0.6666666666666666,0.3333333333333333,0.016598769879851993,0.0001362798343898821,0.13627983438988212,P6/mmm,191,3,121.79916386135808,1206995,K2Ag
U,238.0289,240.0,1.38,6.194,,180.0,9.417782347452084,37.671129389808335,0.25,0.75,0.012557043129936113,0.0002530131219298582,0.2530131219298582,P2_1/c,14,16,595.5600895711923,1224693,KU3
Mo,95.95,209.0,2.16,7.092,0.746,87.0,9.054869226377045,12.073158968502728,0.75,0.25,0.03621947690550818,0.0001853641519356683,0.1853641519356683,I4/mmm,139,4,195.39634027014222,973974,K3Mo
Se,78.97,190.0,2.55,9.752,2.021,28.9,0.8263793352721793,3.3055173410887173,0.25,0.75,0.0011018391136962391,2.4487754282485556e-05,0.024487754282485556,C2,5,8,269.9730896477454,2015391,KSe3
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,4.80968816001452,8.016146933357534,0.6,0.4,0.012024220400036301,0.00011470587609561192,0.11470587609561192,C2/c,15,10,419.30617015691973,1206573,K3Bi2
Se,78.97,190.0,2.55,9.752,2.021,28.9,3.315864478262688,5.305383165220301,0.625,0.375,0.008842305275367168,0.0001049367316599976,0.1049367316599976,P1,1,16,505.57922676781243,755633,K5Se3
Li,7.0,182.0,0.98,5.392,0.618,164.1125,11.339038951346307,45.35615580538523,0.25,0.75,0.015118718601795075,0.00035904053297400757,0.35904053297400756,I4/mmm,139,4,126.32600400208504,1185026,KLi3
Ce,140.116,235.0,1.12,5.539,0.5,205.0,10.153623564097893,13.538164752130525,0.75,0.25,0.040614494256391576,0.00016988151198514992,0.16988151198514992,I4/mmm,139,4,239.07542252120916,1185298,K3Ce
Re,186.207,217.0,1.9,7.88,0.15,62.0,10.302572035946584,15.453858053919877,0.6666666666666666,0.3333333333333333,0.030907716107839753,0.0002446200545531037,0.2446200545531037,P-62m,189,9,379.049659247747,1080778,K2Re
Ho,164.93033,216.0,1.23,6.022,,156.0,11.659698845071224,15.546265126761632,0.75,0.25,0.0466387953802849,0.00020355030912044808,0.20355030912044808,Fm-3m,225,4,229.126625166101,982663,K3Ho
Cd,112.41,158.0,1.69,8.994,,46.0,8.227464489302328,10.969952652403103,0.75,0.25,0.03290985795720931,0.00016791816394749566,0.16791816394749567,Fm-3m,225,4,195.98748094637043,983062,K3Cd
Mg,24.305,173.0,1.31,7.646,,71.2,8.46876628656135,11.2916883820818,0.75,0.25,0.0338750651462454,0.00015390845046863306,0.15390845046863305,P6_3/mmc,194,8,440.1975985477058,975857,K3Mg
Hg,200.59,209.0,2.0,10.438,,33.0,1.2371852165139925,4.94874086605597,0.25,0.75,0.0016495802886853234,4.163463684396895e-05,0.04163463684396895,I4/mmm,139,4,118.86115122372749,1185042,KHg3
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,11.15615371831892,14.874871624425227,0.75,0.25,0.04462461487327568,0.0001727009125762847,0.1727009125762847,Pm-3m,221,4,258.3924671131329,1184844,K3Na
Hg,200.59,209.0,2.0,10.438,,33.0,0.39653721276683085,1.5861488510673234,0.25,0.75,0.0005287162836891077,1.3368371623753326e-05,0.013368371623753325,Fm-3m,225,4,118.64936850266835,1184994,KHg3
Sn,118.71,217.0,1.96,7.344,1.2,53.0,5.174989948546232,15.524969845638694,0.3333333333333333,0.6666666666666666,0.007762484922819347,0.00016566988082817707,0.16566988082817707,P6_3/mmc,194,12,374.84109406079114,1103373,KSn2
Cs,132.905452,343.0,0.79,3.894,0.472,400.9,8.369683678725725,16.73936735745145,0.5,0.5,0.01673936735745145,8.575513950127275e-05,0.08575513950127275,Cmmm,65,2,195.19958167875183,2036691,CsK
Nd,144.24,229.0,1.14,5.525,,208.0,15.320464889955119,20.42728651994016,0.75,0.25,0.061281859559820476,0.00026292756987159765,0.26292756987159766,P6_3/mmc,194,8,466.15012331911686,975838,K3Nd
Ac,227.02775,260.0,1.1,5.17,,282.0,12.515491739046546,16.68732231872873,0.75,0.25,0.050061966956186185,0.00020053606157111815,0.20053606157111814,P6_3/mmc,194,8,499.28144159181267,1184792,K3Ac
I,126.9045,198.0,2.66,10.451,3.059,32.9,2.624311657443701,5.248623314887402,0.5,0.5,0.005248623314887402,5.624320251481225e-05,0.05624320251481225,Pnma,62,8,373.28054450705366,726865,KI
Ac,227.02775,260.0,1.1,5.17,,282.0,8.362619353185949,33.450477412743794,0.25,0.75,0.011150159137581266,0.00017654269825391892,0.1765426982539189,Pm-3m,221,4,189.475281297856,1185032,KAc3
Tm,168.93422,227.0,1.25,6.184,,144.0,2.559083538328285,5.11816707665657,0.5,0.5,0.00511816707665657,6.37683154345099e-05,0.06376831543450989,P-6m2,187,2,80.26191442853671,974062,KTm
Y,88.90584,219.0,1.22,6.217,0.307,162.0,8.498376889851937,16.996753779703873,0.5,0.5,0.016996753779703874,0.00020335594758208895,0.20335594758208894,P-6m2,187,2,83.58129664657471,1185083,KY
N,14.007,155.0,3.04,14.534,,7.4,7.266162158625002,14.532324317250003,0.5,0.5,0.014532324317250003,0.00029803465893110155,0.29803465893110154,Pmmn,59,4,97.52103577060497,1064647,KN
Sr,87.62,249.0,0.95,5.695,,197.2,6.734260174114072,26.93704069645629,0.25,0.75,0.00897901356548543,0.00011567459943351292,0.11567459943351292,Pm-3m,221,4,232.8691072056755,1185006,KSr3
Lu,174.9667,221.0,1.27,5.426,,137.0,8.771917583938365,11.695890111917821,0.75,0.25,0.03508767033575346,0.00015552521104252208,0.1555252110425221,Pm-3m,221,4,225.60760471278292,1184871,K3Lu
O,15.999,152.0,3.44,13.618,1.461,5.3,7.667128711123833,11.50069306668575,0.6666666666666666,0.3333333333333333,0.0230013861333715,0.00035072094987079926,0.35072094987079927,P2_1,4,6,131.166308381891,1975124,K2O
La,138.9055,240.0,1.1,5.577,0.5,215.0,15.623508216535512,62.49403286614205,0.25,0.75,0.020831344288714016,0.0003845290797347486,0.3845290797347486,I4/mmm,139,4,162.52095396595485,973250,KLa3
Yb,173.05,242.0,,6.254,,139.0,14.11018009723251,18.81357346297668,0.75,0.25,0.05644072038893004,0.00024330310520916237,0.24330310520916237,Fm-3m,225,4,231.9769833615941,1185057,K3Yb
Hg,200.59,209.0,2.0,10.438,,33.0,0.21363778540113784,1.159747977891891,0.18421052631578946,0.8157894736842105,0.0002618785756530077,7.304134995504761e-06,0.007304134995504761,P-6m2,187,38,1111.4575305959577,1224131,K7Hg31
C,12.011,170.0,2.55,11.26,1.263,11.3,3.9596039723293557,11.878811916988068,0.3333333333333333,0.6666666666666666,0.005939405958494034,0.00016605306015693062,0.1660530601569306,I4/mmm,139,3,71.53624212502824,2285616,KC2
Ba,137.33,268.0,0.89,5.212,,272.0,8.706980436312287,34.82792174524915,0.25,0.75,0.011609307248416384,0.00012897433902964216,0.12897433902964217,Fm-3m,225,4,270.0376059864486,1185072,KBa3
N,14.007,155.0,3.04,14.534,,7.4,7.248098969743698,14.496197939487397,0.5,0.5,0.014496197939487396,0.00029557503814332293,0.2955750381433229,Fm-3m,225,2,49.044053349519515,1058689,KN
Mn,54.93804,197.0,1.55,7.434,,68.0,8.759892897306948,11.679857196409264,0.75,0.25,0.03503957158922779,0.00018090982535195395,0.18090982535195396,Fm-3m,225,4,193.6852878004801,1184886,K3Mn
Br,79.9,183.0,2.96,11.814,3.365,21.0,4.3054115507296045,8.610823101459209,0.5,0.5,0.00861082310145921,0.0001302484750159575,0.1302484750159575,Pm-3m,221,2,66.11074026321036,570891,KBr
As,74.92159,185.0,2.18,9.815,0.81,30.0,4.904370889888924,8.827867601800062,0.5555555555555556,0.4444444444444444,0.011034834502250079,0.00014310516990374687,0.14310516990374686,P-1,2,9,308.4398560770978,684799,K5As4
Sb,121.76,206.0,2.05,8.64,1.07,43.0,8.70654495961624,11.608726612821654,0.75,0.25,0.03482617983846496,0.00023046506418456837,0.23046506418456836,Fm-3m,225,4,151.11262074226727,10159,K3Sb
Ac,227.02775,260.0,1.1,5.17,,282.0,7.574446540112002,30.29778616044801,0.25,0.75,0.01009926205348267,0.00015637989720152816,0.15637989720152817,Fm-3m,225,4,193.74476325050261,1185033,KAc3
Tl,204.383,196.0,1.62,6.108,0.2,66.0,7.970731346669154,15.941462693338307,0.5,0.5,0.015941462693338307,0.0001986602255830336,0.1986602255830336,Cmce,64,24,962.9383625163732,863730,KTl
Nd,144.24,229.0,1.14,5.525,,208.0,10.000716710354801,20.001433420709603,0.5,0.5,0.0200014334207096,0.0002299764899337779,0.22997648993377792,P-6m2,187,2,86.97164404269778,1185036,KNd
Cd,112.41,158.0,1.69,8.994,,46.0,5.142348956836909,20.569395827347638,0.25,0.75,0.006856465275782546,0.00017195456506353553,0.1719545650635355,Fm-3m,225,4,119.62110933052257,1184962,KCd3
Tb,158.92535,221.0,,5.864,,170.0,15.97757371146902,21.303431615292027,0.75,0.25,0.06391029484587608,0.00027793293371993107,0.27793293371993105,Fm-3m,225,4,229.94862102336367,1185073,K3Tb
Zr,91.22,186.0,1.33,6.634,0.426,112.0,13.762214023123748,18.349618697498332,0.75,0.25,0.05504885609249499,0.00026195741867057726,0.26195741867057726,Pm-3m,221,4,210.14429128163496,1185108,K3Zr
C,12.011,170.0,2.55,11.26,1.263,11.3,1.133583365164323,12.469417016807553,0.09090909090909091,0.9090909090909091,0.0012469417016807553,9.735393712262214e-05,0.09735393712262214,Im-3,204,66,768.500014607629,16791,KC10
Co,58.93319,192.0,1.88,7.881,0.661,55.0,9.710962901651806,19.421925803303612,0.5,0.5,0.01942192580330361,0.0003353171963407483,0.3353171963407483,Imma,74,4,115.84211018851005,1978358,KCo
O,15.999,152.0,3.44,13.618,1.461,5.3,3.8909159922743437,11.67274797682303,0.3333333333333333,0.6666666666666666,0.0058363739884115156,0.0002310141201175681,0.2310141201175681,P2_1/c,14,12,202.1131517135406,3346628,KO2
Th,232.038,237.0,1.3,6.08,,240.0,10.26418961016654,13.685586146888717,0.75,0.25,0.041056758440666155,0.0001883587895586039,0.18835878955860388,Pm-3m,221,4,217.9710250680508,1185177,K3Th
O,15.999,152.0,3.44,13.618,1.461,5.3,7.088000406321141,10.632000609481713,0.6666666666666666,0.3333333333333333,0.021264001218963425,0.00025406707826453333,0.25406707826453334,P4/mmm,123,3,83.69443756433274,1223784,K2O
Pt,195.08,209.0,2.28,9.0,2.128,48.0,4.264903191495901,8.529806382991802,0.5,0.5,0.008529806382991802,0.00020460137008094907,0.20460137008094906,P-6m2,187,2,41.689879103043374,1185153,KPt
Sm,150.4,229.0,1.17,5.644,,192.0,9.878072985016209,19.756145970032417,0.5,0.5,0.019756145970032418,0.0002343377251072362,0.23433772510723622,P-6m2,187,2,84.30629750712025,1185056,KSm
Y,88.90584,219.0,1.22,6.217,0.307,162.0,12.820825950179827,17.09443460023977,0.75,0.25,0.05128330380071931,0.00022099583231078128,0.2209958323107813,Fm-3m,225,4,232.0555245974087,1185095,K3Y
Li,7.0,182.0,0.98,5.392,0.618,164.1125,10.134718493435921,13.512957991247895,0.75,0.25,0.040538873973743686,0.00017805782591132915,0.17805782591132915,Fm-3m,225,4,227.67252024031566,1184876,K3Li
Tl,204.383,196.0,1.62,6.108,0.2,66.0,11.347034846280916,15.12937979504122,0.75,0.25,0.04538813938512366,0.00022027712618795018,0.22027712618795017,Pm-3m,221,4,206.05017039488928,974627,K3Tl
Cs,132.905452,343.0,0.79,3.894,0.472,400.9,13.521264418392349,20.281896627588523,0.6666666666666666,0.6666666666666666,0.020281896627588523,0.00014600313375465844,0.14600313375465843,P6_3/mmc,194,12,1111.3129482094505,30577,CsK2
Th,232.038,237.0,1.3,6.08,,240.0,10.058068729976327,13.410758306635103,0.75,0.25,0.04023227491990531,0.00018320916992795006,0.18320916992795006,Fm-3m,225,4,219.597495778881,1185141,K3Th
Eu,151.964,233.0,,5.67,,184.0,12.626254128299665,50.50501651319866,0.25,0.75,0.016835005504399553,0.0002487005151029712,0.2487005151029712,Fm-3m,225,4,203.07564096635554,1185115,KEu3
C,12.011,170.0,2.55,11.26,1.263,11.3,3.9899982893009978,11.969994867902994,0.3333333333333333,0.6666666666666666,0.005984997433951497,0.00016028866479582342,0.16028866479582343,Immm,71,3,74.67773771246046,1211615,KC2
Hg,200.59,209.0,2.0,10.438,,33.0,7.650231804064594,10.200309072086124,0.75,0.25,0.030600927216258376,0.000159554166820085,0.159554166820085,Fm-3m,225,4,191.7902103475888,983388,K3Hg
Y,88.90584,219.0,1.22,6.217,0.307,162.0,11.740948758672856,15.65459834489714,0.75,0.25,0.04696379503469142,0.00020757420198912416,0.20757420198912416,P6_3/mmc,194,8,452.50127024120354,976373,K3Y
Cs,132.905452,343.0,0.79,3.894,0.472,400.9,10.43442814095352,20.86885628190704,0.5,0.5,0.020868856281907038,0.00011243756635672323,0.11243756635672324,Cmmm,65,2,185.60394855663984,1225902,CsK
F,18.99840316,135.0,3.98,17.423,3.339,3.74,1.5917728264623516,6.3670913058494065,0.25,0.75,0.002122363768616469,0.00010068969259840404,0.10068969259840405,P2_1,4,32,505.87829928088007,1544557,KF3
Tm,168.93422,227.0,1.25,6.184,,144.0,11.34422294630237,15.125630595069827,0.75,0.25,0.04537689178520948,0.00020115283946163724,0.20115283946163723,Fm-3m,225,4,225.58414739088738,1185079,K3Tm
P,30.973762,180.0,2.19,10.487,0.746,25.0,3.6189766586633128,7.2379533173266255,0.5,0.5,0.007237953317326625,9.533656011174345e-05,0.09533656011174345,R-3m,166,2,75.92001755510226,1058315,KP
O,15.999,152.0,3.44,13.618,1.461,5.3,3.6309611814098806,10.892883544229642,0.3333333333333333,0.6666666666666666,0.005446441772114821,0.00020901953595022592,0.2090195359502259,P2_1/c,14,12,208.45675490971482,1180711,KO2
Sr,87.62,249.0,0.95,5.695,,197.2,12.768896648778963,17.025195531705283,0.75,0.25,0.05107558659511585,0.00018514193413364982,0.18514193413364982,I4/mmm,139,4,275.87259922565966,973627,K3Sr
